ukprn,university,kiscourseid,title,crseurl,provadd
10007158,University of Southampton,1096,Medical Engineering,https://www.southampton.ac.uk/courses/medical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1097,Physics with Quantum Science and Technologies,https://www.southampton.ac.uk/courses/physics-with-quantum-science-technologies-degree-mphys,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1098,Biomedical Engineering with Foundation Year,https://www.southampton.ac.uk/courses/biomedical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1099,Medical Engineering with Foundation Year,https://www.southampton.ac.uk/courses/medical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,11,Chemistry with year long industry experience,https://www.southampton.ac.uk/courses/chemistry-with-year-long-industry-experience-degree-mchem,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,110,Geography,https://www.southampton.ac.uk/courses/geography-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1100,Biomedical Engineering,https://www.southampton.ac.uk/courses/biomedical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1101,Medical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/medical-engineering-with-industrial-placement-year-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1102,Medical Engineering,https://www.southampton.ac.uk/courses/medical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1103,Mathematical Physics with Foundation Year,https://www.southampton.ac.uk/courses/mathematical-physics-degree-mmath,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1104,Medical Engineering with Foundation Year,https://www.southampton.ac.uk/courses/medical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1105,Biomedical Engineering with Foundation Year,https://www.southampton.ac.uk/courses/biomedical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1106,Medical Engineering with Industrial Placement Year and Foundation Year,https://www.southampton.ac.uk/courses/medical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1107,Biomedical Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/biomedical-engineering-with-industrial-studies-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1108,Medical Engineering with Industrial Placement Year,https://www.southampton.ac.uk/courses/medical-engineering-with-industrial-placement-year-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1110,Electrical and Electronic Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/electrical-electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1111,Mechatronic Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/mechatronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1112,Aerospace Electronic Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/aerospace-electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1113,Software Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/software-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1114,Electrical Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/electrical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1115,Electronic Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/electronic-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1116,Medical Engineering with Industrial Placement Year and Foundation Year,https://www.southampton.ac.uk/courses/medical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1117,Biomedical Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/biomedical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1118,Computer Science with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/computer-science-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1119,English and Modern Languages (One Language),https://www.southampton.ac.uk/courses/one-modern-language-english-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1120,Modern Languages (One Language) and Politics,https://www.southampton.ac.uk/courses/one-modern-language-politics-french-german-spanish-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1121,Modern Languages (One Language) and Business Management,https://www.southampton.ac.uk/courses/one-modern-language-business-management-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1122,Modern Languages (One Language) and Linguistics,https://www.southampton.ac.uk/courses/one-modern-language-linguistics-french-german-spanish-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1123,Modern Languages (Two Languages) and Linguistics,https://www.southampton.ac.uk/courses/two-modern-languages-linguistics-french-german-spanish-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1124,History and Modern Languages (One Language),https://www.southampton.ac.uk/courses/one-modern-language-history-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1125,Modern Languages (One Language) and Philosophy,https://www.southampton.ac.uk/courses/one-modern-language-philosophy-french-german-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1126,Modern Languages (One Language) and Linguistics,https://www.southampton.ac.uk/courses/one-modern-language-linguistics-french-german-spanish-degree-mlang,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1127,Modern Languages (Two Languages) and Linguistics,https://www.southampton.ac.uk/courses/two-modern-languages-linguistics-french-german-spanish-degree-mlang,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1129,International Business,https://www.southampton.ac.uk/courses/international-business-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,113,Politics and Economics,https://www.southampton.ac.uk/courses/politics-economics-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1130,Computer Engineering,https://www.southampton.ac.uk/courses/computer-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1131,Computer Engineering with Foundation Year,https://www.southampton.ac.uk/courses/computer-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1132,Artificial Intelligence,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1133,Artificial Intelligence with Foundation Year,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1134,Artificial Intelligence with Industrial Studies,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1135,Artificial Intelligence with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1136,Computer Engineering,https://www.southampton.ac.uk/courses/computer-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1137,Computer Engineering with Foundation Year,https://www.southampton.ac.uk/courses/computer-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1138,Computer Engineering with Industrial Studies,https://www.southampton.ac.uk/courses/computer-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1139,Computer Engineering with Industrial Studies and Foundation Year,https://www.southampton.ac.uk/courses/computer-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1140,Artificial Intelligence,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1141,Artificial Intelligence with Foundation Year,https://www.southampton.ac.uk/courses/artificial-intelligence-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1142,International Business with Placement Year,https://www.southampton.ac.uk/courses/international-business-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1143,International Business with Study Abroad Year,https://www.southampton.ac.uk/courses/international-business-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1145,Mechanical Engineering/Manufacturing,https://www.southampton.ac.uk/courses/mechanical-engineering-manufacturing-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1146,Mechanical Engineering / Manufacturing with Industrial Placement Year,https://www.southampton.ac.uk/courses/mechanical-engineering-manufacturing-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1147,Environmental Geoscience with Foundation Year,https://www.southampton.ac.uk/courses/environmental-geoscience-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1148,Environmental Geoscience with Foundation Year,https://www.southampton.ac.uk/courses/environmental-geoscience-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1149,Marine Biology with Oceanography with Foundation Year,https://www.southampton.ac.uk/courses/marine-biology-with-oceanography-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1150,Marine Biology with Oceanography with Foundation Year,https://www.southampton.ac.uk/courses/marine-biology-with-oceanography-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1151,Biology and Marine Biology with Foundation Year,https://www.southampton.ac.uk/courses/biology-marine-biology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1152,Biology and Marine Biology with Foundation Year,https://www.southampton.ac.uk/courses/biology-marine-biology-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1153,Biochemistry with Foundation Year,https://www.southampton.ac.uk/courses/biochemistry-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1154,Biochemistry with Foundation Year,https://www.southampton.ac.uk/courses/biochemistry-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1155,Neuroscience with Foundation Year,https://www.southampton.ac.uk/courses/neuroscience-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1156,Neuroscience with Foundation Year,https://www.southampton.ac.uk/courses/neuroscience-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1157,Pharmacology with Foundation Year,https://www.southampton.ac.uk/courses/pharmacology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1158,Pharmacology with Foundation Year,https://www.southampton.ac.uk/courses/pharmacology-drug-discovery-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1159,Biology with Foundation Year,https://www.southampton.ac.uk/courses/biology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1160,Biology with Foundation Year,https://www.southampton.ac.uk/courses/biology-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1161,Zoology with Foundation Year,https://www.southampton.ac.uk/courses/zoology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1162,Zoology with Foundation Year,https://www.southampton.ac.uk/courses/zoology-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1163,Audiology with Foundation Year,https://www.southampton.ac.uk/courses/audiology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1165,Biomedical Science with Foundation Year,https://www.southampton.ac.uk/courses/biomedical-sciences-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1166,Biomedical Science with Foundation Year,https://www.southampton.ac.uk/courses/biomedical-sciences-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1167,Midwifery with Foundation Year,https://www.southampton.ac.uk/courses/midwifery-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1168,Physiotherapy with Foundation Year,https://www.southampton.ac.uk/courses/physiotherapy-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1169,Occupational Therapy with Foundation Year,https://www.southampton.ac.uk/courses/occupational-therapy-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1170,Cardiac Physiology (Healthcare Science) with Foundation Year,https://www.southampton.ac.uk/courses/cardiac-physiology-healthcare-science-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1173,Business Management and Accounting,https://www.southampton.ac.uk/courses/business-management-accounting-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1174,Business Management and Accounting with Placement Year,https://www.southampton.ac.uk/courses/business-management-accounting-with-placement-year-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1175,Business Management and Human Resource Management,https://www.southampton.ac.uk/courses/business-management-human-resource-management-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1176,Business Management and Human Resource Management with Placement Year,https://www.southampton.ac.uk/courses/business-management-human-resource-management-with-placement-year-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1177,Accounting and Taxation,https://www.southampton.ac.uk/courses/accounting-taxation-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,1178,Accounting and Taxation with Placement Year,https://www.southampton.ac.uk/courses/accounting-taxation-with-placement-year-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,118,Accounting and Economics,https://www.southampton.ac.uk/courses/economics-accounting-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,12,Chemistry,https://www.southampton.ac.uk/courses/chemistry-degree-mchem,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,122,"MORSE (Mathematics, Operational Research, Statistics and Economics)",https://www.southampton.ac.uk/courses/mathematics-operational-research-statistics-economics-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,128,Film,https://www.southampton.ac.uk/courses/film-studies-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,129,English,https://www.southampton.ac.uk/courses/english-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,13,Chemistry with Medicinal Sciences (4 years),https://www.southampton.ac.uk/courses/chemistry-with-medicinal-sciences-degree-mchem,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,134,English and History,https://www.southampton.ac.uk/courses/english-history-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,135,Philosophy and English,https://www.southampton.ac.uk/courses/philosophy-english-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,137,Film and English,https://www.southampton.ac.uk/courses/film-english-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,15,Geology,https://www.southampton.ac.uk/courses/geology-degree-bsc,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,16,Geology,https://www.southampton.ac.uk/courses/geology-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,162,History,https://www.southampton.ac.uk/courses/history-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,163,Archaeology,https://www.southampton.ac.uk/courses/archaeology-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,164,Philosophy,https://www.southampton.ac.uk/courses/philosophy-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,166,Modern History and Politics,https://www.southampton.ac.uk/courses/modern-history-politics-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,168,Economics and Philosophy,https://www.southampton.ac.uk/courses/economics-philosophy-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,169,Philosophy and Politics,https://www.southampton.ac.uk/courses/philosophy-politics-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,172,Philosophy and History,https://www.southampton.ac.uk/courses/philosophy-history-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,173,Music,https://www.southampton.ac.uk/courses/music-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,175,Film and History,https://www.southampton.ac.uk/courses/film-history-degree-ba,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,188,Civil Engineering,https://www.southampton.ac.uk/courses/civil-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,190,Civil Engineering (4 years),https://www.southampton.ac.uk/courses/civil-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,193,Mechanical Engineering,https://www.southampton.ac.uk/courses/mechanical-engineering-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,194,Mechanical Engineering (4 years),https://www.southampton.ac.uk/courses/mechanical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,195,Mechanical Engineering/Automotive,https://www.southampton.ac.uk/courses/mechanical-engineering-automotive-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,197,Aeronautics and Astronautics,https://www.southampton.ac.uk/courses/aeronautics-astronautics-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,198,Aeronautics and Astronautics (3 years),https://www.southampton.ac.uk/courses/aeronautics-astronautics-degree-beng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,200,Aeronautics and Astronautics / Aerodynamics,https://www.southampton.ac.uk/courses/aeronautics-astronautics-aerodynamics-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,203,Aeronautiics and Astronautics/Spacecraft Engineering,https://www.southampton.ac.uk/courses/aeronautics-astronautics-spacecraft-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,205,Acoustical Engineering,https://www.southampton.ac.uk/courses/acoustical-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,207,Mechanical Engineering/Sustainable Energy Systems,https://www.southampton.ac.uk/courses/mechanical-engineering-sustainable-energy-systems-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,208,Mechanical Engineering/Aerospace,https://www.southampton.ac.uk/courses/mechanical-engineering-aerospace-engineering-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,21,Oceanography,https://www.southampton.ac.uk/courses/oceanography-degree-msci,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,210,Mechanical Engineering/Mechatronics,https://www.southampton.ac.uk/courses/mechanical-engineering-mechatronics-degree-meng,"University Road, Southampton, SO17 1BJ"
10007158,University of Southampton,213,Civil Engineering and Architecture,https://www.southampton.ac.uk/courses/civil-engineering-architecture-degree-meng,"University Road, Southampton, SO17 1BJ"
