uni_address,ukprn,university,kiscourseid,degree_type,programme,salary_respondents,salary_lq,salary_median,salary_uq,overall_rating,student_experience_rating,student_outcomes_rating,option_sandwich_year,option_year_abroad,option_foundation_year,option_distance_learning,crseurl,supporturl,lturl,employurl,qs_uni_name
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,NN21,BA,Business and Management,85,28000,33500,38000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/nn21/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/nn21/#course-details-489407,https://www.durham.ac.uk/study/courses/nn21/#career-opportunities-489407,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F100,BSc,Chemistry,30,28000,30000,34000,Silver,Silver,Gold,No,No,No,No,https://www.durham.ac.uk/study/courses/f100/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f100/#course-details-489342,https://www.durham.ac.uk/study/courses/f100/#career-opportunities-489342,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F105,MChem,Chemistry,30,28000,30000,34000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/f105/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f105/#course-details-489368,https://www.durham.ac.uk/study/courses/f105/#career-opportunities-489368,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F111,MChem,Chemistry (Industrial Route),30,28000,30000,34000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/f111/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f111/#course-details-489362,https://www.durham.ac.uk/study/courses/f111/#career-opportunities-489362,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F102,MChem,Chemistry (International Route),30,28000,30000,34000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/f102/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f102/#course-details-489369,https://www.durham.ac.uk/study/courses/f102/#career-opportunities-489369,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,T102,BA,Chinese Studies,40,25500,34000,40000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/t102/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/t102/#course-details-489399,https://www.durham.ac.uk/study/courses/t102/#career-opportunities-489399,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,T103,BA,Chinese Studies,40,25500,34000,40000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/t103/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/t103/#course-details-489401,https://www.durham.ac.uk/study/courses/t103/#career-opportunities-489401,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,Q820,BA,Classical Civilisation,15,24500,32000,35000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/q820/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/q820/#course-details-489404,https://www.durham.ac.uk/study/courses/q820/#career-opportunities-489404,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,Q801,BA,Classics,15,24500,32000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/q801/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/q801/#course-details-489372,https://www.durham.ac.uk/study/courses/q801/#career-opportunities-489372,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,Q805,BA,Classics,15,24500,32000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/q805/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/q805/#course-details-489421,https://www.durham.ac.uk/study/courses/q805/#career-opportunities-489421,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F645,BSc,Climate Science,20,24000,26500,29500,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/f645/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f645/#course-details-489445,https://www.durham.ac.uk/study/courses/f645/#career-opportunities-489445,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,LMV0,BA,Combined Social Sciences,55,25000,30000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/lmv0/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/lmv0/#course-details-489351,https://www.durham.ac.uk/study/courses/lmv0/#career-opportunities-489351,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,LV00,BA,Combined Social Sciences,145,26431.03448275862,31275.86206896552,36413.793103448275,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/lv00/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/lv00/#course-details-489388,https://www.durham.ac.uk/study/courses/lv00/#career-opportunities-489388,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G400,BSc,Computer Science,30,35000,40500,50000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g400/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g400/#course-details-489325,https://www.durham.ac.uk/study/courses/g400/#career-opportunities-489325,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G402,BSc,Computer Science,30,35000,40500,50000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/g402/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g402/#course-details-489384,https://www.durham.ac.uk/study/courses/g402/#career-opportunities-489384,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G406,MEng,Computer Science,30,35000,40500,50000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g406/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g406/#course-details-489417,https://www.durham.ac.uk/study/courses/g406/#career-opportunities-489417,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L370,BA,Criminology,35,21500,25000,30000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l370/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l370/#course-details-489376,https://www.durham.ac.uk/study/courses/l370/#career-opportunities-489376,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L372,BA,Criminology,35,21500,25000,30000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l372/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l372/#course-details-489383,https://www.durham.ac.uk/study/courses/l372/#career-opportunities-489383,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F644,MSci,Earth Sciences,20,24000,26500,29500,Silver,Silver,Gold,No,No,No,No,https://www.durham.ac.uk/study/courses/f644/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f644/#course-details-489395,https://www.durham.ac.uk/study/courses/f644/#career-opportunities-489395,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L100,BA,Economics,85,31500,38000,55000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/business-school-courses/l100/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/business-school-courses/l100/#course-details-483513,https://www.durham.ac.uk/study/courses/business-school-courses/l100/#career-opportunities-483513,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L101,BA,Economics,85,31500,38000,55000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l101/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l101/#course-details-489355,https://www.durham.ac.uk/study/courses/l101/#career-opportunities-489355,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,LL12,BA,Economics and Politics,110,30704.545454545456,36750,51590.90909090909,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/business-school-courses/ll12/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/business-school-courses/ll12/#course-details-483515,https://www.durham.ac.uk/study/courses/business-school-courses/ll12/#career-opportunities-483515,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L103,BA,Economics with Management,170,29750,35750,46500,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/business-school-courses/l103/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/business-school-courses/l103/#course-details-483530,https://www.durham.ac.uk/study/courses/business-school-courses/l103/#career-opportunities-483530,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,X301,BA,Education Studies,55,25500,28000,29000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/x301/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/x301/#course-details-489398,https://www.durham.ac.uk/study/courses/x301/#career-opportunities-489398,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,X305,BA,Education Studies,55,25500,28000,29000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/x305/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/x305/#course-details-489430,https://www.durham.ac.uk/study/courses/x305/#career-opportunities-489430,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,X1F8,BA,Education Studies - Geography,80,25656.25,28156.25,29781.25,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/x1f8/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/x1f8/#course-details-489360,https://www.durham.ac.uk/study/courses/x1f8/#career-opportunities-489360,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,X1C8,BA,Education Studies - Psychology,110,24750,26750,30250,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/x1c8/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/x1c8/#course-details-489371,https://www.durham.ac.uk/study/courses/x1c8/#career-opportunities-489371,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,XL33,BA,Education Studies - Sociology,90,23944.444444444445,26833.333333333332,29388.88888888889,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/xl33/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/xl33/#course-details-489354,https://www.durham.ac.uk/study/courses/xl33/#career-opportunities-489354,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H411,MEng,Engineering (Aeronautical),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h411/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h411/#course-details-489435,https://www.durham.ac.uk/study/courses/h411/#career-opportunities-489435,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H211,MEng,Engineering (Civil),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h211/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h211/#course-details-489433,https://www.durham.ac.uk/study/courses/h211/#career-opportunities-489433,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H214,BEng,Engineering (Civil),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h214/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h214/#course-details-489439,https://www.durham.ac.uk/study/courses/h214/#career-opportunities-489439,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H511,MEng,Engineering (Electrical),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h511/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h511/#course-details-489436,https://www.durham.ac.uk/study/courses/h511/#career-opportunities-489436,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H514,BEng,Engineering (Electrical),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h514/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h514/#course-details-489441,https://www.durham.ac.uk/study/courses/h514/#career-opportunities-489441,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H711,MEng,Engineering (Electronic),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h711/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h711/#course-details-489437,https://www.durham.ac.uk/study/courses/h711/#career-opportunities-489437,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H714,BEng,Engineering (Electronic),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h714/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h714/#course-details-489442,https://www.durham.ac.uk/study/courses/h714/#career-opportunities-489442,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H311,MEng,Engineering (Mechanical),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h311/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h311/#course-details-489434,https://www.durham.ac.uk/study/courses/h311/#career-opportunities-489434,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H314,BEng,Engineering (Mechanical),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h314/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h314/#course-details-489440,https://www.durham.ac.uk/study/courses/h314/#career-opportunities-489440,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H811,MEng,Engineering (Renewable Energy),45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h811/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h811/#course-details-489438,https://www.durham.ac.uk/study/courses/h811/#career-opportunities-489438,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,Q301,BA,English,155,25000,28000,35000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/q301/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/q301/#course-details-489391,https://www.durham.ac.uk/study/courses/q301/#career-opportunities-489391,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,Q300,BA,English Literature,155,25000,28000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/q300/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/q300/#course-details-489334,https://www.durham.ac.uk/study/courses/q300/#career-opportunities-489334,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,QV21,BA,English Literature and History,185,25324.324324324323,28486.486486486487,34837.83783783784,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/qv21/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/qv21/#course-details-489326,https://www.durham.ac.uk/study/courses/qv21/#career-opportunities-489326,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,QV35,BA,English Literature and Philosophy,170,24911.764705882353,28088.235294117647,35264.705882352944,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/qv35/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/qv35/#course-details-489349,https://www.durham.ac.uk/study/courses/qv35/#career-opportunities-489349,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F630,BSc,Environmental Geoscience,20,24000,26500,29500,Silver,Silver,Gold,No,Yes,No,No,https://www.durham.ac.uk/study/courses/f630/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f630/#course-details-489347,https://www.durham.ac.uk/study/courses/f630/#career-opportunities-489347,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,N305,BSc,Finance,185,29364.864864864863,35202.7027027027,45486.48648648649,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/business-school-courses/n305/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/business-school-courses/n305/#learning-483524,https://www.durham.ac.uk/study/courses/business-school-courses/n305/#career-opportunities-483524,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,N308,BSc,Finance,85,28000,33500,38000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/n308/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/n308/#course-details-489423,https://www.durham.ac.uk/study/courses/n308/#career-opportunities-489423,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H100,MEng,General Engineering,45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h100/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h100/#course-details-489337,https://www.durham.ac.uk/study/courses/h100/#career-opportunities-489337,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,H103,BEng,General Engineering,45,30000,33000,38000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/h103/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/h103/#course-details-489324,https://www.durham.ac.uk/study/courses/h103/#career-opportunities-489324,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F800,BSc,Geography,25,26000,28500,31500,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/f800/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f800/#course-details-489348,https://www.durham.ac.uk/study/courses/f800/#career-opportunities-489348,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L700,BA,Geography,25,27500,29500,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l700/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l700/#course-details-489356,https://www.durham.ac.uk/study/courses/l700/#career-opportunities-489356,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L702,BA,Geography,25,27500,29500,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l702/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l702/#course-details-489350,https://www.durham.ac.uk/study/courses/l702/#career-opportunities-489350,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F600,BSc,Geology,20,24000,26500,29500,Silver,Silver,Gold,No,Yes,No,No,https://www.durham.ac.uk/study/courses/f600/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f600/#course-details-489346,https://www.durham.ac.uk/study/courses/f600/#career-opportunities-489346,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F665,BSc,Geophysics,20,24000,26500,29500,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/geophysics-f665/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/geophysics-f665/#course-details,https://www.durham.ac.uk/study/courses/geophysics-f665/#career-opportunities,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,F643,BSc,Geoscience,20,24000,26500,29500,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/f643/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/f643/#course-details-489394,https://www.durham.ac.uk/study/courses/f643/#career-opportunities-489394,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L691,BSc,Health & Human Sciences,10,25000,28000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/l691/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l691/#course-details-489377,https://www.durham.ac.uk/study/courses/l691/#career-opportunities-489377,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,B991,BSc,Health and Human Sciences,10,25000,28000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/b991/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/b991/#course-details-489340,https://www.durham.ac.uk/study/courses/b991/#career-opportunities-489340,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,V100,BA,History,30,27000,31000,34000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/v100/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/v100/#course-details-489327,https://www.durham.ac.uk/study/courses/v100/#career-opportunities-489327,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,V102,BA,History,30,27000,31000,34000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/v102/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/v102/#course-details-489409,https://www.durham.ac.uk/study/courses/v102/#career-opportunities-489409,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,L250,BA,International Relations,25,28000,32500,40000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/l250/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/l250/#course-details-489390,https://www.durham.ac.uk/study/courses/l250/#career-opportunities-489390,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,T202,BA,Japanese Studies,40,25500,34000,40000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.durham.ac.uk/study/courses/t202/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/t202/#course-details-489396,https://www.durham.ac.uk/study/courses/t202/#career-opportunities-489396,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,M101,LLB,Law,85,23000,29000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/m101/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/m101/#course-details-489365,https://www.durham.ac.uk/study/courses/m101/#career-opportunities-489365,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,M102,LLB,Law,85,23000,29000,35000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/m102/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/m102/#course-details-489387,https://www.durham.ac.uk/study/courses/m102/#career-opportunities-489387,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,LA00,BA,Liberal Arts,15,25000,28000,34500,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/la00/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/la00/#course-details-489402,https://www.durham.ac.uk/study/courses/la00/#career-opportunities-489402,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,LA01,BA,Liberal Arts,15,25000,28000,34500,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/la01/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/la01/#course-details-489415,https://www.durham.ac.uk/study/courses/la01/#career-opportunities-489415,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,N512,BA,Marketing & Management,85,28000,33500,38000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/n512/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/n512/#course-details-489424,https://www.durham.ac.uk/study/courses/n512/#career-opportunities-489424,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,N509,BA,Marketing and Management,85,28000,33500,38000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.durham.ac.uk/study/courses/business-school-courses/n509/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/business-school-courses/n509/#course-details-483523,https://www.durham.ac.uk/study/courses/business-school-courses/n509/#career-opportunities-483523,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G100,BSc,Mathematics,60,30000,33000,40000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g100/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g100/#course-details-489335,https://www.durham.ac.uk/study/courses/g100/#career-opportunities-489335,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G103,MMath,Mathematics,60,30000,33000,40000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g103/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g103/#course-details-489336,https://www.durham.ac.uk/study/courses/g103/#career-opportunities-489336,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G111,BSc,Mathematics with Statistics,60,30000,33000,40000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g111/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g111/#course-details-489431,https://www.durham.ac.uk/study/courses/g111/#career-opportunities-489431,Durham University
"Palatine Centre, Stockton Road, Durham, DH1 3LE",10007143,Durham University,G114,MMath,Mathematics with Statistics,60,30000,33000,40000,Silver,Silver,Gold,Yes,Yes,No,No,https://www.durham.ac.uk/study/courses/g114/,https://www.dur.ac.uk/study/ug/finance/,https://www.durham.ac.uk/study/courses/g114/#course-details-489432,https://www.durham.ac.uk/study/courses/g114/#career-opportunities-489432,Durham University
