uni_address,ukprn,university,kiscourseid,degree_type,programme,salary_respondents,salary_lq,salary_median,salary_uq,overall_rating,student_experience_rating,student_outcomes_rating,option_sandwich_year,option_year_abroad,option_foundation_year,option_distance_learning,crseurl,supporturl,lturl,employurl,qs_uni_name
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H401,MEng,Aeronautical Engineering,20,32000,35000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/aeronautical-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/aeronautical-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C700,BSc,Biochemistry,20,29000,34000,39000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C7R1,BSc,Biochemistry with French for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C7R2,BSc,Biochemistry with German for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionB,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionB,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C7R4,BSc,Biochemistry with Spanish for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionC,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biochemistry-language/#OptionC,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C100,BSc,Biological Sciences,20,26000,30000,32000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C1R1,BSc,Biological Sciences with French for Science,20,26000,30000,32000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C1R2,BSc,Biological Sciences with German for Science,20,26000,30000,32000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionB,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionB,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C1R4,BSc,Biological Sciences with Spanish for Science,20,26000,30000,32000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionC,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biological-sciences-language/#OptionC,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,BJ95,MEng,Biomaterials and Tissue Engineering,150,32100,36766.666666666664,45466.666666666664,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biomaterials-tissue-engineering-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biomaterials-tissue-engineering-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,BH9C,MEng,Biomedical Engineering,140,32000,36000,45000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biomedical-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biomedical-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,B800,BSc,Biomedical Technology Ventures,140,32000,36000,45000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biomedical-technology-ventures/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biomedical-technology-ventures/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,J700,BSc,Biotechnology,20,29000,34000,39000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,J7R1,BSc,Biotechnology with French for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,J7R2,BSc,Biotechnology with German for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionB,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionB,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,J7R4,BSc,Biotechnology with Spanish for Science,20,29000,34000,39000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionC,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/biotechnology-language/#OptionC,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H801,MEng,Chemical Engineering,20,32000,36500,45000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemical-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemical-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F100,BSc,Chemistry,15,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F103,MSci,Chemistry,15,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F1NF,BSc,Chemistry with Management,15,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-management/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-management/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,FN11,BSc,Chemistry with Management and a Year in Industry,15,32000,36000,40000,Gold,Silver,Gold,Yes,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-management/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-management/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F124,MSci,Chemistry with Medicinal Chemistry,15,32000,36000,40000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-medicinal/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-medicinal/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F125,MSci,Chemistry with Medicinal Chemistry and a Year in Industry,15,32000,36000,40000,Gold,Silver,Gold,Yes,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-medicinal/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-medicinal/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F1F3,MSci,Chemistry with Molecular Physics,40,30750,35375,41250,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-molecular-physics/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-molecular-physics/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F1FH,MSci,Chemistry with Molecular Physics and a Year in Industry,40,30750,35375,41250,Gold,Silver,Gold,Yes,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-molecular-physics/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-molecular-physics/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F104,MSci,Chemistry with Research Abroad,15,32000,36000,40000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionB,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionB,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F101,MSci,Chemistry with Research Abroad and a Year in Industry,15,32000,36000,40000,Gold,Silver,Gold,Yes,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionC,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionC,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F105,MSci,Chemistry with a Year in Industry,15,32000,36000,40000,Gold,Silver,Gold,Yes,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/chemistry-msci/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H201,MEng,Civil Engineering,15,30000,31500,35500,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H202,MEng,Civil Engineering with a Year Abroad,15,30000,31500,35500,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/#OptionA,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/civil-engineering/#OptionA,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G400,BEng,Computing,35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-beng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-beng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G401,MEng,Computing,35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G700,MEng,Computing (Artificial Intelligence and Machine Learning),35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-artificial-intelligence-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-artificial-intelligence-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G402,MEng,Computing (International Programme of Study),35,50000,65000,86000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-international-programme-of-study/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-international-programme-of-study/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G501,MEng,Computing (Management and Finance),35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-computational-management/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-computational-management/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G610,MEng,Computing (Security and Reliability),35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-security-reliability-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-security-reliability-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,G600,MEng,Computing (Software Engineering),35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-software-engineering-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-software-engineering-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,GG47,MEng,Computing (Visual Computing and Robotics),35,50000,65000,86000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/computing-visual-computing-robotics-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/computing-visual-computing-robotics-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,28G3,MEng,Design Engineering,20,30000,35000,48500,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/design-engineering/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/design-engineering/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F64B,BSc,Earth and Planetary Science,40,29250,33875,40125,Gold,Silver,Gold,No,No,Yes,No,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F647,MSci,Earth and Planetary Science,40,29250,33875,40125,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F520,MSci,Earth and Planetary Science with a Year Abroad,40,29250,33875,40125,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-msci/#abroad,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/earth-planetary-science-msci/#abroad,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,C180,BSc,Ecology and Environmental Biology,15,27000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/ecology-environmental-biology/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/ecology-environmental-biology/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,L1N3,BSc,"Economics, Finance and Data Science",0,NA,NA,NA,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/economics-finance-data-science/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/economics-finance-data-science/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H600,BEng,Electrical and Electronic Engineering,25,35000,41000,54000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-beng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-beng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H604,MEng,Electrical and Electronic Engineering,25,35000,41000,54000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,H6N2,MEng,Electrical and Electronic Engineering with Management,25,35000,41000,54000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-management/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/electrical-electronic-engineering-management/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,HG65,BEng,Electronic and Information Engineering,25,35000,41000,54000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/electronic-information-beng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/electronic-information-beng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,GH56,MEng,Electronic and Information Engineering,25,35000,41000,54000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/electronic-information-meng/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/electronic-information-meng/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F600,BSc,Geology,15,28000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geology-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geology-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F640,MSci,Geology,15,28000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geology-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geology-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F601,MSci,Geology with a Year Abroad,15,28000,32000,37000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geology-msci/#abroad,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geology-msci/#abroad,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F662,BSc,Geophysics,15,28000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-bsc/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-bsc/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F660,MSci,Geophysics,15,28000,32000,37000,Gold,Silver,Gold,No,No,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-msci/,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-msci/,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
"Faculty Building, Exhibition Road, London, SW7 2AZ",10003270,Imperial College London,F664,MSci,Geophysics with a Year Abroad,15,28000,32000,37000,Gold,Silver,Gold,No,Yes,No,No,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-msci/#abroad,https://www.imperial.ac.uk/study/fees-and-funding/undergraduate/bursaries-grants-scholarships/,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-msci/#abroad,https://www.imperial.ac.uk/careers/plan-your-career/destinations/undergraduates/,Imperial College London
