university,kiscourseid,title,crseurl,degree_type,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req,provaddress,ukprn,median_salary,foundation_year_available,placement_year,year_abroad
Durham University,LL12,Economics and Politics,https://www.durham.ac.uk/business/courses/economics-and-politics-ll12/,BA,A*AA,A level offer – A*AA including Mathematics and a social sciences or humanities subject. Contextual offer – ABB including Mathematics and a social sciences or humanities subject.,38,"IB Diploma score – 38 with 666 in higher level subjects, including Mathematics and a social science or humanities subject. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 7. We do not accept 'Mathematical Studies' at standard level to meet this requirement.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,38000,No,Yes,Yes
Durham University,LL36,Anthropology and Sociology,https://www.durham.ac.uk/study/courses/ll36/,BA,AAB,A level offer – AAB Contextual offer – BCC,36,IB Diploma score – 36 with 665 in higher level subjects,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,25000,No,Yes,Yes
Durham University,LMV0,Combined Honours in Social Sciences,https://www.durham.ac.uk/study/courses/lmv0/,BA,A*AA,"A level offer – A*AA. Specified subjects according to subject choices: Economics, an A in A level Mathematics is required; English Literature, History or Music a grade A at A level (or equivalent) is required in the subject; Chinese, French, German, Japanese, Italian, Russian, or Spanish at an advanced level, a grade A at A level (or equivalent) in the language is required; Arabic, French, German, Italian, Russian, or Spanish an A at A level (or equivalent) in a modern foreign language is required. Contextual offer – AAB",38,IB Diploma score – 38 with 666 in higher level subjects. Subject requirements as listed above for A level. Students wishing to study the subjects listed above would need to achieve Higher Level grade 6 in the subject. For students wishing to study Economics we are happy to accept Higher Level Maths Analysis at grade 6 or Higher Level Maths Applications at grade 6. Alternatively we can accept Standard Level Maths Analysis at grade 7 or Standard Level Maths Applications at grade 7.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,30000,Yes,Yes,Yes
Durham University,LV25,Philosophy and Politics,https://www.durham.ac.uk/study/courses/lv25/,BA,AAA,A level offer – AAA including a social science or humanities subject. Contextual offer – ABB including a social science or humanities subject.,37,"IB Diploma score – 37 with 666 in higher level subjects, including a social sciences or humanities subject.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,32500,No,Yes,Yes
Durham University,M101,Law,https://www.durham.ac.uk/study/courses/m101/,LLB,A*AA,A level offer – A*AA Contextual offer – AAB,38,IB Diploma score – 38 with 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,Yes,Yes,Yes
Durham University,N201,Business and Management,https://www.durham.ac.uk/business/courses/business-and-management-n201/,BA,AAB,"A level offer – AAB and a grade A/7 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). Contextual offer – BBB/ABC and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). For contextual applicants, we will accept GCSE Mathematics at grade 5, if you are taking an Economics, Science or Mathematics related A-Level.",36,"IB Diploma score – 36 to include 665 in higher-level subjects, including Mathematics. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 5.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,33500,Yes,Yes,Yes
Durham University,N305,Finance,https://www.durham.ac.uk/business/courses/finance-2c77/,BSc,AAB,"A level offer – AAB and a grade A/7 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). Contextual offer – BBB/ABC and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). For contextual applicants, we will accept GCSE Mathematics at grade 5, if you are taking an Economics, Science or Mathematics related A-Level.",36,"IB Diploma score – 36 with 665 in higher level subjects. If Mathematics is not taken at higher level, then it is required at standard level 5. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 5.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,38000,Yes,Yes,Yes
Durham University,N408,Accounting,https://www.durham.ac.uk/business/courses/accounting-n408/,BSc,AAB,"A level offer – AAB and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). Contextual offer – BBB/ABC and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). For contextual applicants, we will accept GCSE Mathematics at grade 5, if you are taking an Economics, Science or Mathematics related A-Level.",36,"IB Diploma score – 36 to include 665 in higher-level subjects. If Mathematics is not taken at a higher level, then it is required at standard level 6. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 5.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,No,Yes,Yes
Durham University,N509,Marketing and Management,https://www.durham.ac.uk/business/courses/marketing-and-management-n509/,BA,AAA,A level offer – AAA and a grade A/7 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). Contextual offer – ABB/AAC and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level).,37,"IB Diploma score – 37 with 666 in higher level subjects, including Mathematics. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 5.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,33500,Yes,Yes,Yes
Durham University,NN43,Accounting and Finance,https://www.durham.ac.uk/business/courses/accounting-and-finance-nn43/,BSc,AAB,"A level offer – AAB and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). Contextual offer – BBB/ABC and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied at A-Level). For contextual applicants, we will accept GCSE Mathematics at grade 5, if you are taking an Economics, Science or Mathematics related A-Level.",36,"IB Diploma score – 36 with 665 in higher level subjects. If Mathematics is not taken at higher level, then it is required at standard level 5. and a grade B/6 or above in GCSE Mathematics (if Mathematics is not studied within BTEC/Cambridge Technical).","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,Yes,Yes,Yes
Durham University,Q300,English Literature,https://www.durham.ac.uk/study/courses/q300/,BA,A*AA,A level offer – A*AA including an A in English Literature or combined English Literature and Language. Contextual offer – AAB including an A in English Literature or combined English Literature and Language.,38,"IB Diploma score – 38 with 666 in higher level subjects, including English Literature or English Literature/Language.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,Yes,Yes,Yes
Durham University,Q801,Classics,https://www.durham.ac.uk/study/courses/q801/,BA,AAA,A level offer – AAA Contextual offer – BBB,37,IB Diploma score – 37 with 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,32000,Yes,Yes,Yes
Durham University,Q820,Classical Civilisation,https://www.durham.ac.uk/study/courses/q820/,BA,AAA,A level offer – AAA Contextual offer – BBB,37,IB Diploma score – 37 with 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,32000,No,Yes,Yes
Durham University,QV21,English Literature and History,https://www.durham.ac.uk/study/courses/qv21/,BA,A*AA,A level offer – A*AA Including an A in History and an A in English Literature or combined English Literature and Language. Contextual offer – AAB Including an B in History and an A in English Literature or combined English Literature and Language.,38,"IB Diploma score – 38 with 666 in higher level subjects, including History and English Literature or English Literature/Language.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,No,Yes,Yes
Durham University,QV35,English Literature and Philosophy,https://www.durham.ac.uk/study/courses/qv35/,BA,A*AA,A level offer – A*AA including an A in English Literature or combined English Literature and Language. Contextual offer – AAB including an A in English Literature or combined English Literature and Language.,38,"IB Diploma score – 38 with 666 in higher level subjects, including English Literature or English Literature/Language.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,No,Yes,Yes
Durham University,R002,Modern Languages and Cultures with Year Abroad,https://www.durham.ac.uk/study/courses/r002/,BA,AAA,"A level offer – AAA including at least one language from Arabic, French, German, Italian, Russian, or Spanish. Grade A at A level in French, German, Italian, Russian or Spanish is required to study that subject at advanced level. Grade A at A level in a modern European language is required to begin the study of a new beginners’ language, including French, German, Italian, Russian, Spanish and Arabic. Contextual offer – BBB including at least one language from Arabic, French, German, Italian, Russian, or Spanish. Grade B at A level in French, German, Italian, Russian or Spanish is required to study that subject at advanced level. Grade B at A level in a modern European language is required to begin the study of a new beginners’ language, including French, German, Italian, Russian, Spanish and Arabic.",37,IB Diploma score – 37 with 666 in higher level subjects. Please see above for required languages,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,30000,No,No,Yes
Durham University,RV91,Modern European Languages and History with Year Abroad,https://www.durham.ac.uk/study/courses/rv92/,BA,AAA,"A level offer – AAA Including an A in History and an A in at least one language from French, German, Italian, Russian or Spanish. Grade A is required in the modern foreign language you intend to study (French, German, Russian, Spanish or Italian). Contextual offer – ABB Including an B in History and an B in at least one language from French, German, Italian, Russian or Spanish. Grade B is required in the modern foreign language you intend to study (French, German, Russian, Spanish or Italian).",37,IB Diploma score – 37 with 666 in higher level subjects. Please see above for required languages.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,30000,No,No,Yes
Durham University,T102,Chinese Studies with Year Abroad,https://www.durham.ac.uk/study/courses/t102/,BA,AAB,"A level offer – AAB You are not expected to have any previous knowledge of Chinese, but if you do have an A level (or equivalent) in Chinese, then you may be able to enter the Advanced stream from Year 1. Contextual offer – BBB You are not expected to have any previous knowledge of Chinese, but if you do have an A level (or equivalent) in Chinese, then you may be able to enter the Advanced stream from Year 1.",36,IB Diploma score – 36 with 665 in higher level subjects. Please see above for subject requirements.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,34000,Yes,No,Yes
Durham University,T202,Japanese Studies with Year Abroad,https://www.durham.ac.uk/study/courses/t202/,BA,AAB,"A level offer – AAB You are not expected to have any previous knowledge of Japanese, but if you do have an A level (or equivalent) in Japanese, then you may be able to enter the Advanced stream from Year 1. Contextual offer – BBB You are not expected to have any previous knowledge of Japanese, but if you do have an A level (or equivalent) in Japanese, then you may be able to enter the Advanced stream from Year 1.",36,IB Diploma score – 36 with 665 in higher level subjects. Please see above for subject requirements.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,34000,Yes,No,Yes
Durham University,V100,History,https://www.durham.ac.uk/study/courses/v100/,BA,A*AA,A level offer – A*AA including an A in History. Contextual offer – AAB including a B in History.,38,IB Diploma score – 38 with 666 at Higher Level including History.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,31000,Yes,Yes,Yes
Durham University,V101,"Ancient, Medieval and Modern History",https://www.durham.ac.uk/study/courses/v101/,BA,A*AA,A level offer – A*AA including an A in History. Contextual offer – AAB including an B in History.,38,"IB Diploma score – 38 with 666 in higher level subjects, including History.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,31000,No,Yes,Yes
Durham University,V110,Ancient History,https://www.durham.ac.uk/study/courses/v110/,BA,AAA,A level offer – AAA Contextual offer – BBB,37,IB Diploma score – 37 with 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,32000,No,Yes,Yes
Durham University,V500,Philosophy,https://www.durham.ac.uk/study/courses/v500/,BA,AAA,A level offer – AAA Contextual offer – BBB,37,IB Diploma score – 37 with 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,Yes,Yes,Yes
Durham University,V614,Theology and Religion,https://www.durham.ac.uk/study/courses/theology-and-religion-v614/,BA,AAB,A level offer – AAB Contextual offer – BBB/ABC,36,IB Diploma score – 36 to include 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,26500,Yes,Yes,Yes
Durham University,V617,"Religion, Society and Culture",https://www.durham.ac.uk/study/courses/v617/,BA,AAB,A level offer – AAB Contextual offer – BBB/ABC,36,IB Diploma score – 36 to include 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,26500,No,Yes,Yes
Durham University,VA01,Visual Arts and Film,https://www.durham.ac.uk/study/courses/va01/,BA,AAB,A level offer – AAB Contextual offer – BBB,36,IB Diploma score – 36 with 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,30000,No,No,Yes
Durham University,VF14,Ancient History and Archaeology,https://www.durham.ac.uk/study/courses/vf14/,BA,AAB,A level offer – AAB Contextual offer – BBC,36,IB Diploma score – 36 to include 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,No,Yes,Yes
Durham University,VL52,"Philosophy, Politics and Economics",https://www.durham.ac.uk/study/courses/vl52/,BA,A*AA,"A level offer – A*AA including an arts/humanities or social sciences subject and Mathematics. You do not need to have studied Economics at A-Level to apply for this programme. Contextual offer – ABB or equivalent, with an A in Mathematics and at least a B in an arts/humanities or social sciences subject. BTEC Level 3 National Extended Diploma/OCR Cambridge Technical Extended Diploma – D*DD and A level with an A in Mathematics. IB Diploma score – 38 with 666 in higher level subjects, including an arts/humanities subject and Mathematics. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 7. In addition to satisfying the University’s general entry requirements, please note: We welcome applications from those with other qualifications equivalent to our standard entry requirements. Please see our ‘Alternative qualifications’ section, below. You are welcome to apply if you are taking resits; resitting your qualification(s) will not negatively affect your application. We are willing to consider applications for deferred entry. You can find further information regarding changes to your application here . If you have any questions regarding the entry requirements for this programme, please contact us via our Ask Us form. You can find further information on how we assess your application in our Admissions Policy . Alternative qualifications Other UK qualifications EU qualifications International qualifications International students who do not meet direct entry requirements for this degree might have the option to complete an International Foundation Year. Home students who do not meet our direct entry requirements, may be eligible for our Foundation Programme which offers multidisciplinary programmes to prepare you for a range of specified degree programmes. English language requirements Country specific information Fees and funding The fees for this academic year have not been confirmed yet. The tuition fees shown for home students are for one complete academic year of full-time study and are set according to the academic year of entry. Fees for subsequent years of your course may rise in line with an inflationary uplift as determined by the government. The tuition fees shown for overseas and EU students are for one complete academic year of full-time study, are set according to the academic year of entry, and will be subject to an annual inflationary increase expected to rise throughout the programme of study. More information is available here: Tuition Fees - Durham University Please also check costs for colleges and accommodation . Scholarships We are committed to supporting the best students irrespective of financial circumstances and are delighted to offer a range of funding opportunities. Find Out More Career opportunities Economics Our students graduate with subject-specific knowledge such as economic theory and data analysis, as well as the commercial awareness, IT and problem-solving skills that are highly valued by employers across the world. This combination of academic knowledge and transferable skills will open up a range of career possibilities in the economics and finance sector and beyond. Our focus on employability stretches beyond the classroom. You will benefit from events that will give you a competitive edge in the job market. From employer talks and interview advice to business-tailored careers fairs, we work with you to achieve your goals. Previous Economics graduates have gone on to work for global innovators and leaders in their sector including Ernst and Young, Deloitte, Lloyds Banking Group, PwC, JP Morgan and for government departments such as the National Audit Office, HMRC and the Foreign Commonwealth and Development Office. Of those students who graduated in 2020-21: 94% in work or further study. Of those in employment: 100% in highly or medium skilled employment. £36,470 is the average salary. (Source: HESA Graduate Outcomes Survey. The survey asks leavers from higher education what they are doing 15 months after graduation. Further information about the Graduate Outcomes survey can be found here www.graduateoutcomes.ac.uk) Department information Economics Gain constructive insights from active practitioners and researchers. Our Economics degrees close the gap between the business world and the classroom, and prepare the next generation for success across a range of disciplines. We are part of Durham University’s Business School, one of the UK's longest established business schools. We offer an inspiring and stimulating learning environment, and consistently rank highly for the quality of our teaching, research and for graduate career prospects. The rigorous curriculum combined with exceptional teaching prepare you to navigate the economic challenges faced by the modern world. You will learn from leading academics across a range of economic disciplines. Many of the academic team are active practitioners and researchers who will share their skills and knowledge directly, delivering their insights to the classroom and bringing you closer to the realities of the business world. You will also benefit from lectures by guest speakers who give new perspectives on relevant topics, while case studies give you the opportunity to explore a range of contemporary economics issues. There are further opportunities for hands-on work placements and international study. You will gain an understanding of the principles of Economics, including supply and demand, competition and growth theories while developing the skills to effectively analyse and interpret data. All our degrees can be tailored to your interests through a wide range of option modules, including the chance to study a language. Economics degrees at Durham prepare students to become the innovative business thinkers of the future and our qualifications are highly successful in creating job opportunities. For more information see our department pages. Rankings 6th in The Complete University Guide 2026 4th in The Guardian University Guide 2025 1st in The Times and Sunday Times Good University Guide 2025 Staff For a current list of staff, please see our department web pages. Facilities You’ll be taught across the University campus by world leading academics from the Business School. The University campus is within walking distance of the historic centre of Durham, a city with UNESCO World Heritage Status. Apply Find out more: Use the UCAS code below when applying: Apply VL52 Copy to clipboard The Universities and Colleges Admissions Service (UCAS) handles applications for all undergraduate courses. How to Apply? Contextual Offers Admissions Policy Visit Us The best way to find out what Durham is really like is to come and see for yourself! Events and Open Days Register for an Undergraduate Open Day Date: 13/06/2025 - 14/06/2025 Time: 09:00 - 16:00 Find out more Self-Guided Tours Date: 01/09/2024 - 31/08/2025 Time: 09:00 - 16:00 Find out more Similar courses Economics - BSc UCAS Code: L100 Start: September 2026 See more courses Economics - BSc UCAS Code: L100 Start: September 2026 See more courses Contact Durham University About Us Durham University on Bluesky Durham University on Twitter Durham University on Facebook Durham University on LinkedIn Durham University on YouTube Durham University on Instagram Durham University on TikTok The University About Us Jobs Contact Us Visit Us Our Colleges Academic Departments Ceremonies Statements and Policies Notices Statement on Modern Slavery Freedom of Expression Covid-19 Information Website Accessibility Student Complaints and Non-Academic Misconduct Safeguarding Business Services Helping Business Analytical Services Global Durham International Consortia Research & Partnerships Useful Links Learn Ultra Banner Self Service Staff Directory Technician Commitment DU Hub (Internal) IT Help and Support The Palatine Centre Durham University Stockton Road Durham DH1 3LE Charitable Status Disclaimer Trading Name Cookie Notice Privacy Notices ©2025 Durham University document.getElementById('course-pdf-download').addEventListener('click', function(e) { e.preventDefault(); var pageHtml = new XMLSerializer().serializeToString(document); var xhr = new XMLHttpRequest(); xhr.open(""POST"", 'https://apps.dur.ac.uk/t4-content-sync/course/pdf', true); xhr.responseType = 'blob'; xhr.onload = function() { if (xhr.status !== 200) { return; } var blob = new Blob([ xhr.responseType ], { type: xhr.getResponseHeader('Content-Type') }); var link = document.createElement('a'); link.href = window.URL.createObjectURL(blob); link.download = xhr.getResponseHeader('Content-Disposition').split(""filename="")[1]; document.body.appendChild(link); link.click(); document.body.removeChild(link); }; var formData = new FormData(); formData.append('html', pageHtml); xhr.send(formData); }); window.GeckoChatSettings = { account_id: 'Z10FDd7sxo6Sm9v', auto_boot: true }; jQuery_3(""li:contains(Business School Courses)"").find('a').contents().unwrap(); // if no CTA boxes make main content containers wider jQuery_3(document).ready(function(){ var ctaBoxes = jQuery_3('#ctaBoxes').length; if (ctaBoxes == 0) { jQuery_3('.main-content .col-xl-8').addClass('col-xxl-8').removeClass('col-xl-8'); jQuery_3('#apply-ug .col-xxl-7').addClass('col-lg-7').removeClass('col-xxl-7'); jQuery_3('#apply-ug .col-xxl-5').addClass('col-lg-5').removeClass('col-xxl-5'); } });",38,"IB Diploma score – 38 with 666 in higher level subjects, including an arts/humanities subject and Mathematics. If you are not taking Mathematics at higher level, we can accept standard level Mathematics at grade 7.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,38000,No,Yes,Yes
Durham University,VQ48,Archaeology and Ancient Civilisations,https://www.durham.ac.uk/study/courses/vq48/,BA,AAB,A level offer – AAB Contextual offer – BCC,36,IB Diploma score – 36 with 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,No,Yes,Yes
Durham University,VV56,Philosophy and Theology,https://www.durham.ac.uk/study/courses/vv56/,BA,AAA,A level offer – AAA Contextual offer – BBB,37,IB Diploma score – 37 to include 666 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,No,Yes,Yes
Durham University,W300,Music,https://www.durham.ac.uk/study/courses/w300/,BA,AAB,A level offer – AAB including a B in Music. ABRSM Grade 6 Theory is acceptable in lieu of A level Music alongside 3 A levels. Applicants who have not followed the ABRSM route are invited to contact the Music Department to ask about alternative arrangements for assessing theoretical understanding. Contextual offer – BBB/ABC including a B in Music. ABRSM Grade 6 Theory is acceptable in lieu of A level Music alongside 3 A levels. Applicants who have not followed the ABRSM route are invited to contact the Music Department to ask about alternative arrangements for assessing theoretical understanding.,36,"IB Diploma score – 36 with 665 in higher level subjects, including Music requirements as above.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,24000,Yes,Yes,Yes
Durham University,WV53,Music and Philosophy,https://www.durham.ac.uk/study/courses/wv53/,BA,AAB,A level offer – AAB including a B in Music. ABRSM Grade 6 Theory is acceptable in lieu of A level Music alongside 3 A levels. Applicants who have not followed the ABRSM route are invited to contact the Music Department to ask about alternative arrangements for assessing theoretical understanding. Contextual offer – BBB/ABC including a B in Music. ABRSM Grade 6 Theory is acceptable in lieu of A level Music alongside 3 A levels. Applicants who have not followed the ABRSM route are invited to contact the Music Department to ask about alternative arrangements for assessing theoretical understanding.,36,"IB Diploma score – 36 with 665 in higher level subjects, including Music. Please see above for requirements.","The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,29000,No,Yes,Yes
Durham University,X1C8,Education Studies - Psychology,https://www.durham.ac.uk/study/courses/x1c8/,BA,AAB,A level offer – AAB Contextual offer – BBC,36,IB Diploma score – 36 with 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,25500,Yes,Yes,Yes
Durham University,X1F8,Education Studies - Geography,https://www.durham.ac.uk/study/courses/x1f8/,BA,AAB,A level offer – AAB Contextual offer – BBC,36,IB Diploma score – 36 with 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,Yes,Yes,Yes
Durham University,X305,Education Studies,https://www.durham.ac.uk/study/courses/x305/,BA,AAB,A level offer – AAB Contextual offer – BBC,36,IB Diploma score – 36 with 665 in higher level subjects.,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,28000,Yes,Yes,Yes
Durham University,XL33,Education Studies - Sociology,https://www.durham.ac.uk/study/courses/xl33/,BA,AAB,A level offer – AAB Contextual offer – BBC,36,IB Diploma score – 36 with 665 in higher level subjects,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE, UK",10007143,25000,Yes,Yes,Yes
