ukprn,kiscourseid,title,crseurl
10007167,UUBACTSIND4~UBACTSIND4,Actuarial Science (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-actuarial-science-industry/
10007167,UUBARCSARH3~UBARCSARH3,Archaeology and Heritage,https://www.york.ac.uk/study/undergraduate/courses/ba-archaeology-heritage/
10007167,UUBARCSART3~UBARCSART3,Archaeology,https://www.york.ac.uk/study/undergraduate/courses/ba-archaeology/
10007167,UUBARCSBIO3~UBARCSBIO3,Bioarchaeology,https://www.york.ac.uk/study/undergraduate/courses/bsc-bioarchaeology/
10007167,UUBARCSHIS3~UBARCSHIS3,Historical Archaeology,https://www.york.ac.uk/study/undergraduate/courses/ba-historical-archaeology/
10007167,UUBARCSSCI3~UBARCSSCI3,Archaeology,https://www.york.ac.uk/study/undergraduate/courses/bsc-archaeology/
10007167,UUBARISARI3~UBARISARI3,Computer Science with Artificial Intelligence,https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-artificial-intelligence/
10007167,UUBARISIND4~UBARISIND4,Computer Science with Artificial Intelligence (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-ai-industry/
10007167,UUBASTSABD4~UBASTSABD4,Physics with Astrophysics (with a year abroad),https://www.york.ac.uk/study/undergraduate/courses/bsc-physics-astrophysics-year-abroad/
10007167,UUBASTSAST3~UBASTSAST3,Physics with Astrophysics,https://www.york.ac.uk/study/undergraduate/courses/bsc-physics-astrophysics/
10007167,UUBASTSIND4~UBASTSIND4,Physics with Astrophysics (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-physics-astrophysics-industry/
10007167,UUBBASSBAS3~UBBASSBAS3,Business and Society,https://www.york.ac.uk/study/undergraduate/courses/ba-business-society/
10007167,UUBBASSIND4~UBBASSIND4,Business and Society (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/ba-business-society-industry/
10007167,UUBBCHXBCH3~UBBCHXBCH3,Biochemistry,https://www.york.ac.uk/study/undergraduate/courses/bsc-biochemistry/
10007167,UUBBIOSBIO3~UBBIOSBIO3,Biology,https://www.york.ac.uk/study/undergraduate/courses/bsc-biology/
10007167,UUBBSCSBSC3~UBBSCSBSC3,Biomedical Sciences,https://www.york.ac.uk/study/undergraduate/courses/bsc-biomedical-sciences/
10007167,UUBBTESBTE3~UBBTESBTE3,Biotechnology,https://www.york.ac.uk/study/undergraduate/courses/bsc-biotechnology/
10007167,UUBCAESCAE3~UBCAESCAE3,"Chemistry, the Atmosphere and the Environment",https://www.york.ac.uk/study/undergraduate/courses/bsc-chemistry-atmosphere-environment/
10007167,UUBCDSSIND4~UBCDSSIND4,Data Science (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-data-science-industry/
10007167,UUBCGSSCGS3~UBCGSSCGS3,"Chemistry, Green Principles and Sustainable Processes",https://www.york.ac.uk/study/undergraduate/courses/bsc-chemistry-green-principles/
10007167,UUBCHASABD4~UBCHASABD4,Curating and Art History (with a year abroad),https://www.york.ac.uk/study/undergraduate/courses/ba-curating-art-history-abroad/
10007167,UUBCHBSMCH3~UBCHBSMCH3,"Chemistry, Biological and Medicinal Chemistry",https://www.york.ac.uk/study/undergraduate/courses/bsc-chemistry-biological-medicinal/
10007167,UUBCHESCHE3~UBCHESCHE3,Chemistry,https://www.york.ac.uk/study/undergraduate/courses/bsc-chemistry/
10007167,UUBCOMAMAT3~UBCOMAMAT3,Computer Science and Mathematics,https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-mathematics/
10007167,UUBCOMAMAT4~UBCOMAMAT4,Computer Science and Mathematics (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-mathematics-industry/
10007167,UUBCOMSCOM3~UBCOMSCOM3,Computer Science,https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science/
10007167,UUBCOMSDSC3~UBCOMSDSC3,Data Science,https://www.york.ac.uk/study/undergraduate/courses/bsc-data-science/
10007167,UUBCOMSIND4~UBCOMSIND4,Computer Science (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-industry/
10007167,UUBCRISCRI3~UBCRISCRI3,Criminology,https://www.york.ac.uk/study/undergraduate/courses/ba-criminology/
10007167,UUBCYSSARI3~UBCYSSARI3,Computer Science with Cyber Security,https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-cyber-security/
10007167,UUBCYSSIND4~UBCYSSIND4,Computer Science with Cyber Security (with a year in industry),https://www.york.ac.uk/study/undergraduate/courses/bsc-computer-science-cyber-security-industry/
10007167,UUBECLSECL3~UBECLSECL3,Ecology,https://www.york.ac.uk/study/undergraduate/courses/bsc-ecology/
10007167,UUBECOAMAT3~UBECOAMAT3,Economics and Mathematics,https://www.york.ac.uk/study/undergraduate/courses/bsc-economics-mathematics/
10007167,UUBECOSECN3~UBECOSECN3,Economics and Econometrics,https://www.york.ac.uk/study/undergraduate/courses/ba-bsc-economics-econometrics/
10007167,UUBECOSECO3~UBECOSECO3,Economics,https://www.york.ac.uk/study/undergraduate/courses/ba-bsc-economics/
10007167,UUBECOSEMF3~UBECOSEMF3,"Economics, Econometrics and Finance",https://www.york.ac.uk/study/undergraduate/courses/ba-bsc-economics-econometrics-finance/
10007167,UUBECOSFIN3~UBECOSFIN3,Economics and Finance,https://www.york.ac.uk/study/undergraduate/courses/bsc-economics-finance/
10007167,UUBEDNSEDN3~UBEDNSEDN3,Education,https://www.york.ac.uk/study/undergraduate/courses/ba-education/
10007167,UUBEDUSPIE3~UBEDUSPIE3,Psychology in Education,https://www.york.ac.uk/study/undergraduate/courses/bsc-psychology-education/
10007167,UUBEECSPLC4~UBEECSPLC4,"Environment, Economics and Ecology (with placement year)",https://www.york.ac.uk/study/undergraduate/courses/bsc-environment-economics-ecology-placement/
10007167,UUBEENSFOU4~UBEENSFOU4,Engineering (with a Foundation Year),https://www.york.ac.uk/study/undergraduate/courses/beng-engineering-foundation-year/
10007167,UUBELASLIN3~UBELASLIN3,English Language and Linguistics,https://www.york.ac.uk/study/undergraduate/courses/ba-english-language-linguistics/
10007167,UUBELESEEE3~UBELESEEE3,Electronic and Electrical Engineering,https://www.york.ac.uk/study/undergraduate/courses/beng-electronic-engineering/
10007167,UUBELESELE3~UBELESELE3,Electronic Engineering,https://www.york.ac.uk/study/undergraduate/courses/beng-electronic-electrical-engineering/
10007167,UUBELESENG3~UBELESENG3,Engineering,https://www.york.ac.uk/study/undergraduate/courses/beng-engineering/
10007167,UUBELESFOU4~UBELESFOU4,Electronic Engineering (with a Foundation Year),https://www.york.ac.uk/study/undergraduate/courses/beng-electronic-engineering-foundation-year/
10007167,UUBEMTSEMT3~UBEMTSEMT3,Electronic Engineering with Music Technology Systems,https://www.york.ac.uk/study/undergraduate/courses/beng-music-technology-systems/
10007167,UUBENGAHIS3~UBENGAHIS3,English and History,https://www.york.ac.uk/study/undergraduate/courses/ba-english-history/
10007167,UUBENGAHOA3~UBENGAHOA3,English and History of Art,https://www.york.ac.uk/study/undergraduate/courses/ba-english-history-of-art/
10007167,UUBENGALIN3~UBENGALIN3,English and Linguistics,https://www.york.ac.uk/study/undergraduate/courses/ba-english-linguistics/
