url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,manian and Russian BA,Ro,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,manian and Spanish BA,Ro,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbian-croatian-ba,manian and Serbian/Croatian BA,Ro,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,manian and Swedish BA,Ro,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Romanian or Swedish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,manian and Ukrainian BA,Ro,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,manian and Yiddish BA,Ro,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Romanian or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,BA,Russian and History,ABB,History required.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,BA,Russian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,BA,Russian and Spanish,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbian-croatian-ba,BA,Russian and Serbian/Croatian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,BA,Russian and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,BA,Russian and Ukrainian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,BA,Russian and Yiddish,ABB,Russian or Yiddish required.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Russian or Yiddish."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-studies-ba,BA,Russian Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-east-european-language-ba,BA,Russian with an East European Language,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,BA,Scandinavian Studies and English,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",38,"A total of 18 points in three higher level subjects including English A1 Literature/Language and Literature at grade 6, with no higher level score below 5. Foreign language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-of-art-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,BA,Scandinavian Studies and Latin,ABB,"A in Latin required, foreign language preferred.",34,"A total of 16 points in three higher level subjects including 6 in Latin, with no higher level score below 5. Foreign language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,BA,Scandinavian Studies and Philosophy,AAB,Please refer to UCL’s list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/icelandic-ba,BA,Icelandic,ABB,Foreign language preferred.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-ba,BA,Scandinavian Studies,ABB,Foreign language preferred.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,BA,Viking and Old Norse Studies,ABB,"English Literature, History and/or a foreign language preferred.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5. English Literature, History and/or language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-film-studies-ba,BA,Scandinavian Studies with Film Studies,ABB,Foreign language preferred.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,Management Studies BA,Scandinavian Studies with,AAB,Foreign language preferred.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,BA,Serbian / Croatian and East European Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-of-art-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,BA,Spanish and Latin American Studies,ABB,Spanish grade A required.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,BA,Spanish and Latin,AAB,Spanish and Latin required at grade A.,36,"A total of 17 points in three higher level subjects including 6 in Spanish and Latin, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,BA,Spanish and Philosophy,AAA,Spanish required at grade A.,38,"A total of 18 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,BA,Spanish and Portuguese,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,BA,Spanish and Swedish,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,BA,Spanish and Ukrainian,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,BA,Spanish and Yiddish,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-film-studies-ba,BA,Spanish with Film Studies,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-management-studies-ba,Management Studies BA,Spanish with,AAB,Spanish required at grade A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba,BA,Serbian/Croatian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba,BA,Serbian/Croatian and Spanish,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba,BA,Serbian/Croatian and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba,BA,Serbian/Croatian and Ukrainian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba,BA,Serbian/Croatian and Yiddish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Serbian/Croatian or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,BA,Swedish and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,BA,Swedish and Yiddish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Swedish or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,BA,Ukrainian and East European Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,BA,Ukrainian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,BA,Ukrainian and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,BA,Ukrainian and Yiddish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Ukrainian or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,BA,"Youth, Society and Sustainable Futures",ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc,BASc,Arts and Sciences with Study Abroad,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science. Health and Environment: Biology, Chemistry, Environmental Science, Geography or Psychology, plus one further science or social science subject..",39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc,BASc,Arts and Sciences,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science. Health and Environment: Biology, Chemistry, Environmental Science, Geography or Psychology, plus one further science or social science subject.",39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ,BSc (Econ),Economics and Statistics,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-year-abroad-bsc-econ,BSc (Econ),Economics with a Year Abroad,A*AA,"A* in Mathematics required, plus if Economics is offered it must be grade A.",39,A total of 19 points in three higher level subjects including grade 7 in Mathematics and grade 6 in Economics if offered with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ,BSc (Econ),Economics,A*AA,"A* in Mathematics required, plus if Economics is offered it must be grade A.",39,A total of 19 points in three higher level subjects including grade 7 in Mathematics and grade 6 in Economics if offered with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-bfa,,Fine Art BFA,ABB,"No specific subjects, but a portfolio of work is required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5, plus a portfolio. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/english-and-german-law-dual-degree-llb,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-llb,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-llb,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-laws-ucl-and-bachelor-laws-hku-llb,Bachelor of Laws (UCL) and Bachelor of Laws (HKU) LLB,,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-llb,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,LLB,Law,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs-bsc,MBBS BSc,Medicine,A*AA,Biology and Chemistry required with either at grade A*.,39,"A total of 19 points in three higher level subjects including 6 and 7 in Biology and Chemistry, in either order. No higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-beng,BEng,Biochemical Engineering,AAA,"Mathematics required, plus one from Biology, Chemistry or Physics.",38,"A total of 18 points in three higher level subjects including grade 6 in Mathematics, plus one from Biology, Chemistry or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-beng,BEng,Biomedical Engineering,AAA,"Mathematics and Physics required at grade A. Mathematics and Physics required. Biology acceptable in lieu of Physics, if Physics grade A or 7 achieved at GCSE",38,"A total of 18 points overall in three higher level subjects, including grade 6 in Mathematics and Physics, with no higher level score below 5. Biology at Higher Level acceptable in lieu of Physics, if Physics taken at Standard Level.The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-beng,BEng,Chemical Engineering,AAA,"Mathematics and Chemistry required. Biology, Economics, Further Mathematics, Geography, Physics and Psychology preferred.",38,"A total of 18 points in three higher level subjects to include grades 6,6 in Mathematics and Chemistry, with no higher level score below 5. Another science at higher level preferred, but not essential. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng,BEng,Civil Engineering,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics and/or Physics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,BEng,Electronic and Electrical Engineering,A*AA,"A* in Mathematics required, plus either Physics or Further Mathematics preferred as the second subject. Where students have Further Mathematics but not Physics then it is preferable to have Biology, Chemistry, Design and Technology, or Electronics as the third subject.",39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics and preferably Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng,BEng,Mechanical Engineering,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Design and Technology, Engineering, Economics, Geography, Chemistry and Biology preferred as third subject (in that order), but not essential.",39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,BSc,Neuroscience,AAA,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",38,"A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,BSc,Anthropology,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-year-abroad-bsc,BSc,Anthropology with a Year Abroad,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-year-abroad-bsc,BSc,Architectural and Interdisciplinary Studies with Year Abroad,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,BSc,Architectural and Interdisciplinary Studies,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-bsc,BSc,Architecture,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work required upon invitation, at application stage."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,"ban Planning, Design and Management BSc",Ur,AAB,"Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred"
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-studies-bsc,ban Studies BSc,Ur,AAB,"Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred"
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-bsc,BSc,Archaeology,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-bsc,BSc,Astrophysics,A*AA,A*A in Mathematics and Physics required (in any order).,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/audiology-bsc,BSc,Audiology,AAB,"To include two sciences from Biology, Chemistry, Mathematics, Physics and Psychology. Biology, Mathematics, Physics and Psychology preferred",36,"A total score of 17 points in three higher level subjects to include two subjects from Biology, Chemistry, Mathematics, Physics and Psychology, with no higher level score below 5. Biology, Mathematics, Physics or Psychology preferred. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bioprocessing-new-medicines-business-and-management-bsc,Management) BSc,Bioprocessing of New Medicines (Business and,AAA,"Biology, Chemistry or Physics required.",38,"A total of 18 points in three higher level subjects including grade 6 in one from Biology, Chemistry or Physics, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-sciences-bsc,BSc,Biomedical Sciences,AAA,"Biology and Chemistry required, plus Mathematics preferred.",38,"A total of 18 points in three higher level subjects to include 6 in both Biology and Chemistry, plus Mathematics preferred, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-bsc,BSc,Biochemistry,AAA,"Biology, Chemistry and Mathematics required.",38,"A total of 18 points in three higher level subjects to include Biology, Chemistry, and Mathematic, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-bsc,BSc,Biological Sciences,AAA,"Biology required plus one from Chemistry, Life and Health Sciences, Mathematics or Physics.",38,"A total of 18 points in three higher level subjects including Biology at grade 6 and one from Chemistry, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-bsc,BSc,Business and Health,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/cancer-biomedicine-bsc,BSc,Cancer Biomedicine,AAA,Biology and Chemistry required.,38,"A total of 18 points in three higher level subjects including 6 in Biology and Chemistry, with no higher level score below 5.
"
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-bsc,BSc,Chemistry,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-management-studies-bsc,Management Studies BSc,Chemistry with,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-bsc,Mathematics BSc,Chemistry with,AAA,"Mathematics and Chemistry required. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-bsc,BSc,Computer Science,A*A*A,A* in either Mathematics or Further Mathematics required.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. 
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc,BSc,Crime and Security Science,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects. WJEC Level 3 Applied Diploma in Criminology is acceptable in lieu of one A Level subject.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/data-science-bsc,BSc,Data Science,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-bsc,BSc,Environmental Geoscience,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred"
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-bsc,BSc,Geology,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred"
