url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-english-ba,BA,French and English,AAA,English Literature/English Language and Literature and French grade A required.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature and French required at grade 6."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-german-ba,man BA,French and Ger,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-history-of-art-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hebrew-ba,BA,French and Hebrew,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-hungarian-ba,BA,French and Hungarian,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-italian-ba,BA,French and Italian,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-latin-ba,BA,French and Latin,AAB,French and Latin required at grade A.,36,"A total of 17 points in three higher level subjects to include French and Latin grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-norwegian-ba,BA,French and Norwegian,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-philosophy-ba,BA,French and Philosophy,AAA,French required at grade A.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include French grade 6."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-polish-ba,BA,French and Polish,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-portuguese-ba,BA,French and Portuguese,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-romanian-ba,manian BA,French and Ro,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-russian-ba,BA,French and Russian,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-spanish-ba,BA,French and Spanish,AAB,French and Spanish required at grade A.,36,"A total of 17 points in three higher level subjects to include French and Spanish grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-serbian-croatian-ba,BA,French and Serbian/Croatian,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-swedish-ba,BA,French and Swedish,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-ukrainian-ba,BA,French and Ukrainian,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-yiddish-ba,BA,French and Yiddish,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-ba,BA,French,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects including French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-film-studies-ba,BA,French with Film Studies,ABB,French required at grade A.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-management-studies-ba,Management Studies BA,French with,AAB,French required at grade A.,36,"A total of 17 points in three higher level subjects, including 6 in French, with no higher level score below 5"
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-east-european-studies-ba,BA,Finnish and East European Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-ba,BA,Geography,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-international-programme-ba,BA,Geography (International Programme),AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-english-ba,man and English BA,Ger,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature required at grade 6."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-of-art-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hebrew-ba,man and Hebrew BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include German or Hebrew, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hungarian-ba,man and Hungarian BA,Ger,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-italian-ba,man and Italian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-jewish-studies-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-latin-ba,man and Latin BA,Ger,ABB,"Latin grade A required, modern foreign language preferred.",34,"A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-norwegian-ba,man and Norwegian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-philosophy-ba,man and Philosophy BA,Ger,AAB,Foreign language preferred.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-polish-ba,man and Polish BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-portuguese-ba,man and Portuguese BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-romanian-ba,man and Romanian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-russian-ba,man and Russian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-spanish-ba,man and Spanish BA,Ger,ABB,A in Spanish required.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-serbian-croatian-ba,man and Serbian/Croatian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-swedish-ba,man and Swedish BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-ukrainian-ba,man and Ukrainian BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-yiddish-ba,man and Yiddish BA,Ger,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include German or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-ba,man BA,Ger,ABB,German required.,34,"A total of 16 points in three higher level subjects, including German, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-film-studies-ba,man with Film Studies BA,Ger,ABB,Foreign language preferred.,34,"A total of 16 in three higher level subjects, with no higher level score below 5. Foreign language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-management-studies-ba,man with Management Studies BA,Ger,AAB,Foreign language preferred.,36,"A total of 17 in three higher level subjects, with no higher level score below 5. Foreign language preferred."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/greek-and-english-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-art-ba,BA,History of Art,AAB,"No specific subjects, though essay-based subjects are an advantage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,BA,Hebrew and Hungarian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Hungarian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,BA,Hebrew and Italian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Italian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,BA,Hebrew and Jewish Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-year-abroad-ba,BA,Hebrew and Jewish Studies with Year Abroad,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,BA,Hebrew and Norwegian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Norwegian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,BA,Hebrew and Polish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Polish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,manian BA,Hebrew and Ro,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Romanian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,BA,Hebrew and Spanish,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbian-croatian-ba,BA,Hebrew and Serbian/Croatian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Serbian/Croatian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,BA,Hebrew and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Swedish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,BA,Hebrew and Ukrainian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hebrew or Ukrainian with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ancient-history-ba,BA,Ancient History,AAA,"History, Ancient History or Classical Civilisation required.",38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-ba,BA,History,AAA,History required.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-year-abroad-ba,BA,History with a Year Abroad,AAA,History required.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-ba,BA,History and Politics of the Americas,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-year-abroad-ba,BA,History and Politics of the Americas with a Year Abroad,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba,BA,"History, Politics and Economics",AAA,"Any three subjects from Economics, History, Mathematics and Politics preferred.",38,"A total of 18 points in three higher level subjects, with no higher level score below 5. Any three higher level subjects from Economics, History, Mathematics and Politics preferred. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba,BA,History (Central and East European) and Jewish Studies with Year Abroad,ABB,History required.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba,BA,Hungarian and East European Studies,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba,BA,Hungarian and Italian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba,BA,Hungarian and Norwegian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba,BA,Hungarian and Polish,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba,BA,Hungarian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba,manian BA,Hungarian and Ro,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba,BA,Hungarian and Russian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba,BA,Hungarian and Spanish,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba,BA,Hungarian and Serbian/Croatian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba,BA,Hungarian and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba,BA,Hungarian and Ukrainian,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba,BA,Hungarian and Yiddish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Hungarian or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba,BA,International Social and Political Studies,A*AA,A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish at A grade required if one of these is to be studied as major language.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B, or Spanish B at grade 6 if either of these is to be studied as a major language. A humanities or social science subject (or Mathematics) is preferred. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-of-art-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-jewish-studies-ba,,Find your course,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba,BA,Italian and Latin,ABB,"Latin grade A required, Foreign language preferred.",34,"A total of 16 points in three higher level subjects, including 6 in Latin, with no higher level score below 5. Foreign language preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba,Management Studies BA,Italian and,AAB,Foreign language preferred.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba,BA,Italian and Norwegian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba,BA,Italian and Philosophy,AAB,Foreign language preferred.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba,BA,Italian and Polish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba,BA,Italian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba,manian BA,Italian and Ro,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba,BA,Italian and Russian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba,BA,Italian and Spanish,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba,BA,Italian and Serbian/Croatian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,BA,Italian and Swedish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,BA,Italian and Ukrainian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,BA,Italian and Yiddish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Italian or Yiddish with no higher level score below 5
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-studies-ucl-venice-double-degree-ba,BA,Italian Studies: UCL-Venice Double Degree,ABB,Italian required.,34,"A total of 16 points in three higher level subjects including Italian, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-ba,BA,Italian,ABB,Foreign language preferred.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-film-studies-ba,BA,Italian with Film Studies,ABB,Foreign language preferred.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. "
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,BA,Latin and English,AAB,English Literature/Language and Literature and Latin at grade A required.,36,"A total of 17 points in three higher level subjects including English Literature/Language and Literature and Latin at grade 6, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-ba,BA,Linguistics,AAB,English Language preferred.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-international-programme-ba,BA,Linguistics (International Programme),AAB,English Language preferred.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ancient-languages-year-abroad-ba,BA,Ancient Languages with Year Abroad,ABB,"An ancient or modern language at grade A, unless an ancient and a modern language are offered at GCSE at grade C or above.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include an ancient or modern language at grade 6 unless an ancient and a modern language are offered at GCSE at grade C or above."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ancient-languages-ba,BA,Ancient Languages,ABB,"An ancient or modern language at grade A, unless an ancient and a modern language are offered at GCSE at grade C or above.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include an ancient or modern language at grade 6 unless an ancient and a modern language are offered at GCSE at grade C or above."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,BA,Language and Culture,ABB,"Foreign language required, to include the following if studied as the main language: French or Spanish grade A.",34,"A total of 16 points in three higher level subjects, to include a foreign language, with no higher level score below 5. Higher level subjects to include the following if studied as main languages: French or Spanish at grade 6."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/media-ba,BA,Media,AAB,An Arts and Humanities subject or Computer Science preferred.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba,BA,Norwegian and Polish,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba,BA,Norwegian and Portuguese,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba,manian BA,Norwegian and Ro,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba,BA,Norwegian and Russian,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5."
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba,BA,Norwegian and Spanish,ABB,Spanish required at grade A.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5."
