kiscourseid,url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
K0487,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/modern-languages-and-history-of-art.aspx,BA,Modern Languages and History of Art,ABB,"ABB A level grade B is required for the advanced language you wish to study. It is also possible to study two beginner (including post-GCSE) languages without taking an advanced language, as long as one of your beginner languages is French or Spanish.",32,"6,5,5 32 points overall. You also require a Higher Level or equivalent in each modern language that you plan to study."
K0488,https://www.birmingham.ac.uk/undergraduate/courses/gees/geology-msci.aspx,MSci,Geology,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall Including HL in 1 Required Science"
K0491,https://www.birmingham.ac.uk/undergraduate/courses/gees/geology-physical-geography-msci.aspx,MSci,Geology and Physical Geography,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall."
K0494,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/social-policy-and-criminology.aspx,BA,Social Policy and Criminology,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0496,https://www.birmingham.ac.uk/undergraduate/courses/caha/classics.aspx,BA,Classics,ABB,"ABB to include Latin, Greek or a Modern Foreign Language.",32,"6,5,5 including 32 points overall. See below for full information."
K0497,https://www.birmingham.ac.uk/undergraduate/courses/law/international-law-globalisation.aspx,LLB,International Law and Globalisation,AAA,AAA,32,"6,6,6 including 32 points overall."
K0498,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biochemistry-international-year.aspx,BSc,Biochemistry with an International Year,AAA,AAA To include Chemistry + 1 from Maths / Further Maths / Statistics / Biology / Physics ,32,"6,6,6 + 1 from Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Biology / Physics  at Higher Level with a minimum of 32 points overall"
K0499,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biological-sciences-international-year.aspx,BSc,Biological Sciences with an International Year,AAA,AAA including Biology / Human Biology + 1 from Chemistry / Physics / Maths / Further Maths / Statistics / Geology / Geography / Psychology,,"6,6,6 including Biology / Human Biology + 1 from Chemistry / Physics / Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Geology / Geography / Psychology "
K0501,https://www.birmingham.ac.uk/undergraduate/courses/psychology/human-neuroscience-bsc.aspx,BSc,Human Neuroscience,AAA,AAA including Biology / Human Biology,32,"6,6,6  at Higher Level with a minimum of 32 points overall"
K0502,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/modern-languages-and-music.aspx,BA,Modern Languages and Music,ABB,ABB see below for full information.,32,"6,5,5 to include 32 points overall. See below for full information."
K0503,https://www.birmingham.ac.uk/undergraduate/courses/business/business-management-with-marketing.aspx,BSc,Business Management with Marketing,,"6,6,5 32 points overall",,"DDD in Business, Applied Science, or Enterprise and Entrepreneurship"
K0504,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-science-msci.aspx,MSci,Environmental Science,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall. Including 1 Required Science"
K0505,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-science-abroad.aspx,BSc,Environmental Science with Year Abroad,ABB,ABB Including 1 Required Science,32,"6,5,5 32 points overall."
K0506,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/policy-politics-economics-year-abroad.aspx,BA,"Policy, Politics and Economics with Year Abroad",AAB,AAB to include GCSE Maths Grade A/7,32,"6,6,5 at Higher Level, to include English with a minimum of 32 points overall"
K0507,https://www.birmingham.ac.uk/undergraduate/courses/gees/geology-physical-geography-msci-international.aspx,MSci,Geology and Physical Geography with an International Year,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall."
K0511,https://www.birmingham.ac.uk/undergraduate/courses/maths/mathematics-industry.aspx,BSc,Mathematics with a Year in Industry,AAA,AAA to include A-level grade A in Mathematics or Further Mathematics.,32,"6,6,6 at Higher Level, including Mathematics, with a minimum of 32 points overall."
K0512,https://www.birmingham.ac.uk/undergraduate/courses/maths/mathematics-international.aspx,BSc,Mathematics with an International Year,AAA,AAA to include A-level grade A in Mathematics or Further Mathematics.,32,"6,6,6 at Higher Level, including Mathematics, with a minimum of 32 points overall."
K0514,https://www.birmingham.ac.uk/undergraduate/courses/english/english-film.aspx,BA,English Literature and Film,AAB,AAB to include A level English Literature or English Language and Literature.,32,"6,6,5 32 points overall (to include HL English Literature or English Language and Literature)."
K0515,https://www.birmingham.ac.uk/undergraduate/courses/eese/mechatronic-robotic-engineering-beng.aspx,BEng,Mechatronic and Robotic Engineering,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0516,https://www.birmingham.ac.uk/undergraduate/courses/eese/mechatronic-robotic-engineering-meng.aspx,MEng,Mechatronic and Robotic Engineering,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0518,https://www.birmingham.ac.uk/undergraduate/courses/metallurgy-materials/aerospace-engineering-beng.aspx,BEng,Aerospace Engineering,AAB,AAB to include A-level Mathematics and Physics or Chemistry.,32,"6,6,5 at Higher Level, including Mathematics and Physics, with a minimum of 32 points overall."
K0519,https://www.birmingham.ac.uk/undergraduate/courses/metallurgy-materials/aerospace-engineering-meng.aspx,MEng,Aerospace Engineering,AAA,AAA to include A-level Mathematics and Physics or Chemistry.,32,"6,6,6 at Higher Level, including Mathematics and Physics, with a minimum of 32 points overall."
K0520,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/sociology-and-criminology.aspx,BA,Sociology and Criminology,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0522,https://www.birmingham.ac.uk/undergraduate/courses/gees/palaeobiology-palaeoenvironments-bsc.aspx,BSc,Palaeontology and Geology,ABB,ABB Including 1 Required Science,32,"6,5,5 32 points overall Including HL in 1 Required Science"
K0523,https://www.birmingham.ac.uk/undergraduate/courses/gees/palaeobiology-palaeoenvironments-msci.aspx,MSci,Palaeontology and Geology,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall Including HL in 1 Required Science"
K0524,https://www.birmingham.ac.uk/undergraduate/courses/gees/palaeobiology-palaeoenvironments-msci-international.aspx,MSci,Palaeontology and Geology with an International Year,AAB,AAB Including 1 Required Science,32,"6,6,5 32 points overall Including HL in 1 Required Science"
K0525,https://www.birmingham.ac.uk/undergraduate/courses/business/business-mgmt-comms-yini.aspx,BSc,BSc Business Management with Communications and Year in Industry,,"6,6,5 32 points overall",,"DDD in Business, Applied Science, or Enterprise and Entrepreneurship"
K0526,https://www.birmingham.ac.uk/undergraduate/courses/business/business-mgmt-marketing-yini.aspx,BSc,Business Management with Marketing and Year in Industry,,"6,6,5 32 points overall",,"DDD in Business, Applied Science, or Enterprise and Entrepreneurship"
K0527,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/criminology.aspx,BA,Criminology,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0528,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/criminology-year-abroad.aspx,BA,Criminology with Year Abroad,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0529,https://www.birmingham.ac.uk/undergraduate/courses/mechanical-engineering/mechanical-engineering-industrial-beng.aspx,BEng,Mechanical Engineering with Industrial Year,AAB,AAB to include A-level Mathematics. Further Mathematics and Physics are not required but are advantageous.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0530,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/international-development-and-politics.aspx,BA,International Development and Politics,AAB,AAB,32,"6,6,5 At Higher Level with a minimum of 32 points overall"
K0531,https://www.birmingham.ac.uk/undergraduate/courses/edu/psychology-education.aspx,BSc,Psychology in Education,ABB,ABB,32,"6,5,5 32 points overall"
K0532,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/international-relations-and-development.aspx,BA,International Relations and Development,AAB,AAB,32,"6,6,5 at Higher Level with a minimum of 32 points overall"
K0533,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/modern-languages-and-history.aspx,BA,Modern Languages and History,AAB,AAB See below for full information.,32,"6,6,5 including 32 points total. See below for full information."
K0534,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/sociology-year-abroad-ba.aspx,BA,Sociology with Year Abroad,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0535,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/social-policy-sociology-year-abroad-ba.aspx,BA,Social Policy and Sociology with year abroad,,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall.",,"BTEC Extended Diploma, Diploma and Subsidiary Diploma are all considered.considered"
K0536,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/sociology-and-criminology-year-abroad-ba.aspx,BA,Sociology and Criminology with Year Abroad,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0537,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/social-policy-and-criminology-year-abroad-ba.aspx,BA,Social Policy and Criminology with Year Abroad,,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall.",,"BTEC Extended Diploma, Diploma and Subsidiary Diploma are all considered.considered"
K0538,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/international-development-and-politics-year-abroad.aspx,BA,International Development and Politics with Year Abroad,AAB,AAB,32,"6,6,5 at Higher Level with a minimum of 32 points overall"
K0539,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/international-relations-and-development-year-abroad.aspx,BA,International Relations and Development with Year Abroad,AAB,AAB,32,"6,6,5 at Higher Level with a minimum of 32 points overall"
K0541,https://www.birmingham.ac.uk/undergraduate/courses/med/bnurs-adult.aspx,BNurs,Nursing (Adult),BBB,BBB you must also meet in full the GCSE entry requirements,32,"5,5,5 at higher level with three subjects. 32 points overall"
K0542,https://www.birmingham.ac.uk/undergraduate/courses/med/bnurs-child.aspx,BNurs,Nursing (Child),BBB,BBB you must also meet in full the GCSE entry requirements,32,"5,5,5 at higher level with three subjects. 32 points overall"
K0543,https://www.birmingham.ac.uk/undergraduate/courses/med/bnurs-mental-health.aspx,BNurs,Nursing (Mental Health),BBB,BBB you must also meet in full the GCSE entry requirements,32,"5,5,5 at higher level with three subjects. 32 points overall"
K0549,https://www.birmingham.ac.uk/undergraduate/courses/engineering/engineering-beng,BEng,Engineering,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0550,https://www.birmingham.ac.uk/undergraduate/courses/engineering/engineering-meng.aspx,MEng,Engineering,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0552,https://www.birmingham.ac.uk/undergraduate/courses/psychology/psychology-with-year-abroad.aspx,BSc,Psychology with Year Abroad,AAA,AAA To include Chemistry / Biology / Human Biology / Physics / Psychology / Maths / Further Maths / Statistics,32,"6,6,6  at Higher Level with a minimum of 32 points overall"
K0553,https://www.birmingham.ac.uk/undergraduate/courses/fd/chemistry-foundation.aspx,BSc,Chemistry with Foundation Year,BBB,BBB Students taking Mathematics are not considered. General Studies not considered.,32,"5,5,5 , 32 points overall with 555 at Higher Level, Mathematics not considered."
K0554,https://www.birmingham.ac.uk/undergraduate/courses/civil-engineering/civil-engineering-industrial-meng.aspx,MEng,Civil Engineering with Industrial Year,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0555,https://www.birmingham.ac.uk/undergraduate/courses/mechanical-engineering/mechanical-engineering-international-meng.aspx,MEng,Mechanical Engineering with a Year Abroad,AAA,AAA to include A-level Mathematics. Further Mathematics and Physics are not required but are advantageous.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0556,https://www.birmingham.ac.uk/undergraduate/courses/fd/chemical-engineering-foundation.aspx,BEng,Chemical Engineering with Foundation Year,BBB,BBB students taking Mathematics are not considered. General Studies not considered.,32,"5,5,5 , 32 points overall with 555 at Higher Level, Mathematics not considered."
K0557,https://www.birmingham.ac.uk/undergraduate/courses/eese/mechatronic-robotic-engineering-industry-beng.aspx,BEng,Mechatronic and Robotic Engineering with Industrial Year,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0558,https://www.birmingham.ac.uk/undergraduate/courses/eese/mechatronic-robotic-engineering-industry-meng.aspx,MEng,Mechatronic and Robotic Engineering with Industrial Year,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0559,https://www.birmingham.ac.uk/undergraduate/courses/med/biomedical-science-msci.aspx,MSci,Biomedical Science,AAB,"AAB  to include two science A levels from Biology, Chemistry, Mathematics, Physics or Psychology",32,"6,6,5 at Higher Level, to include at least two sciences. 32 points overall."
K0560,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-change-and-sustainability-bsc.aspx,BSc,Environmental Change and Sustainability,AAB,AAB,32,"6,6,5 32 points overall."
K0561,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-change-and-sustainability-bsc-abroad.aspx,BSc,Environmental Change and Sustainability with Year Abroad,AAB,AAB,32,"6,6,5 32 points overall."
K0562,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-change-and-sustainability-msci.aspx,MSci,Environmental Change and Sustainability,AAB,AAB,32,"6,6,5 32 points overall."
K0563,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/human-sciences.aspx,BSc,Human Sciences,AAB,AAB including two science subjects ,,"6,6,5 including two science subjects"
K0564,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/human-sciences-msci.aspx,MSci,Human Sciences,AAA,AAA including two science subjects ,,"6,6,6 including two science subjects"
K0565,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-medicinal-drug-bsc.aspx,BSc,Chemistry with Medicinal Chemistry and Drug Discovery,AAA,"AAA  - AAB to include A-level Chemistry, minimum Maths requirement GCSE grade 6.",32,"6,6,6 - 6,6,5  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0566,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-medicinal-drug-msci.aspx,MSci,Chemistry with Medicinal Chemistry and Drug Discovery,A*AA,A*AA  - AAA to include A-level Chemistry. Minimum Maths requirement: GCSE grade 6.,32,"7,6,6 - 6,6,6  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0567,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-data-science-bsc.aspx,BSc,Physics with Data Science,A*AA,A*AA to include Mathematics grade A* and Physics grade A,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics, 6 in Physics."
K0568,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-data-science-msci.aspx,MSci,Physics with Data Science,A*A*A,"A*A*A to include A-level Mathematics A*, A-level Physics A* and A in one further subject. Details below.",32,"7,7,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics and Physics."
K0569,https://www.birmingham.ac.uk/undergraduate/courses/dasa/social-anthropology.aspx,BA,Social Anthropology,ABB,ABB,32,"6,5,5 including 32 points overall."
K0570,https://www.birmingham.ac.uk/undergraduate/courses/sportex/physiotherapy.aspx,MSci,Physiotherapy,AAB,AAB to include grade A in Biology/ Human Biology/ PE,32,"6,6,5 at Higher Level, with 32 points overall, including 6 in Biology / Human Biology / PE"
K0571,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-and-engineering-geoscience-bsc.aspx,BSc,Environmental Engineering and Geoscience,ABB,ABB  including 1 Required Science,32,"6,5,5 32 points overall including HL in 1 Required Science"
K0572,https://www.birmingham.ac.uk/undergraduate/courses/english/film-and-creative-writing.aspx,BA,Film and Creative Writing,AAB,AAB,32,"6,6,5 including 32 points overall."
K0573,https://www.birmingham.ac.uk/undergraduate/courses/thr/psychology-religion.aspx,BA,Psychology and Religion,AAB,AAB,32,"6,6,5 in Higher level subjects plus 32 points overall."
K0600,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-sustainability-bsc.aspx,BSc,Chemistry with Sustainability,AAA,"AAA  - AAB to include A-level Chemistry, minimum Maths requirement GCSE grade 6.",32,"6,6,6 - 6,6,5  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0601,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-sustainability-msci.aspx,MSci,Chemistry with Sustainability,A*AA,A*AA  - AAA to include A-level Chemistry. Minimum Maths requirement: GCSE grade 6.,32,"7,6,6 - 6,6,6  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0605,https://www.birmingham.ac.uk/undergraduate/courses/gees/geography-planning-abroad.aspx,BSc,Geography and Urban and Regional Planning with Year Abroad,ABB,ABB,32,"6,5,5 32 points overall."
K0607,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/english-language-and-philosophy.aspx,BA,English Language and Philosophy,AAB,AAB see below for full information.,,"6,5,5 see below for full information."
K0608,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/modern-languages-and-english-lang.aspx,BA,Modern Languages and Linguistics,AAB,AAB See below for full information.,32,"6,6,5 including 32 points overall. See below for full information."
K0610,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/drama-and-film.aspx,BA,Drama and Film,AAB,AAB,32,"6,6,5 including 32 points overall."
K0612,https://www.birmingham.ac.uk/undergraduate/courses/lang/french.aspx,BA,French,ABB,ABB to include A level grade B in French.,32,"6,5,5 including 32 points total. See below for full information."
K0615,https://www.birmingham.ac.uk/undergraduate/courses/lang/spanish.aspx,BA,Spanish,ABB,ABB to include A level grade B in Spanish.,32,"6,5,5 including 32 points total. See below for full information."
K0617,https://www.birmingham.ac.uk/undergraduate/courses/lang/modern-languages-translation.aspx,BA,Modern Languages with Translation,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points overall. See below for full information."
K0618,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/drama-and-creative-writing.aspx,BA,Drama and Creative Writing,AAB,AAB,32,"6,6,5 including 32 points overall."
K0619,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-medical-bsc,BSc,Physics with Medical Physics,A*AA,A*AA /AAAA to include A-level Mathematics and A-level Physics grades A*A (or AA as part of the four A level offer).,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics or Physics."
K0622,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-medical-msci.aspx,MSci,Physics with Medical Physics,A*AA,A*AA to include A-level Mathematics and A-level Physics grades A*A.,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics or Physics."
K0623,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-industrial-bsc.aspx,BSc,Chemistry with a Year in Industry,AAA,"AAA  - AAB to include A-level Chemistry, minimum Maths requirement GCSE grade 6.",32,"6,6,6 - 6,6,5  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0627,https://www.birmingham.ac.uk/undergraduate/courses/liberal-arts/liberal-arts,BA,Liberal Arts,AAB,AAB,32,"6,6,5 including 32 points overall."
K0628,https://www.birmingham.ac.uk/undergraduate/courses/lang/french-and-german,BA,French and German,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0629,https://www.birmingham.ac.uk/undergraduate/courses/lang/french-and-italian,BA,French and Italian,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0630,https://www.birmingham.ac.uk/undergraduate/courses/lang/french-and-russian,BA,French and Russian,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0631,https://www.birmingham.ac.uk/undergraduate/courses/lang/french-and-portuguese,BA,French and Portuguese,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0632,https://www.birmingham.ac.uk/undergraduate/courses/lang/french-and-spanish,BA,French and Spanish,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0633,https://www.birmingham.ac.uk/undergraduate/courses/lang/german-and-italian,BA,German and Italian,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0634,https://www.birmingham.ac.uk/undergraduate/courses/lang/german-and-russian,BA,German and Russian,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0635,https://www.birmingham.ac.uk/undergraduate/courses/lang/german-and-spanish,BA,German and Spanish,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0636,https://www.birmingham.ac.uk/undergraduate/courses/lang/italian-and-portuguese,BA,Italian and Portuguese,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0637,https://www.birmingham.ac.uk/undergraduate/courses/lang/italian-and-spanish,BA,Italian and Spanish,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0638,https://www.birmingham.ac.uk/undergraduate/courses/lang/russian-and-portuguese,BA,Russian and Portuguese,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0639,https://www.birmingham.ac.uk/undergraduate/courses/lang/russian-and-spanish,BA,Russian and Spanish,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0640,https://www.birmingham.ac.uk/undergraduate/courses/lang/spanish-and-portuguese,BA,Spanish and Portuguese,ABB,ABB A level grade B is required for the advanced language you wish to study. See below for full information.,32,"6,5,5 including 32 points total. See below for full information."
K0641,https://www.birmingham.ac.uk/undergraduate/courses/liberal-arts/arts-and-sciences,BASc,Arts and Sciences,AAB,AAB,32,"6,6,5 32 points overall."
K0642,https://www.birmingham.ac.uk/undergraduate/courses/med/bsc-midwifery,BSc,Midwifery,ABB,"ABB to include grade B or above in a Science, Health or relevant Social Science subject",32,"6,5,5 with three subjects at higher level. 32 points overall"
K0643,https://www.birmingham.ac.uk/undergraduate/courses/eese/computer-engineering-bsc,BSc,Computer Engineering,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0648,https://www.birmingham.ac.uk/undergraduate/courses/gees/nat-sci,BSc,Natural Sciences,AAA,AAA including Maths and 1 required science,32,"6,6,6 32 points overall."
K0649,https://www.birmingham.ac.uk/undergraduate/courses/gees/nat-sci-msci,MSci,Natural Sciences,AAA,AAA - including 1 required science,32,"6,6,6 32 points overall "
K0650,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biotechnology,BSc,Biotechnology,AAB,"AAB including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    ",,"6,6,5 including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    "
K0651,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biotechnology-international-year,BSc,Biotechnology with International Year,AAB,"AAB including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    ",,"6,6,5 including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    "
K0652,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biotechnology-msci,MSci,Biotechnology,AAB,"AAB including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    ",,"6,6,5 including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    "
K0653,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biotechnology-placement,MSci,Biotechnology with Placement Year,AAB,"AAB including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    ",,"6,6,5 including two from Chemistry, Biology, Human Biology, Physics, Mathematics, Further Mathematics, Statistics - at least one of which must be Chemistry or Biology/Human Biology    "
