kiscourseid,url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
K0001,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biochemistry.aspx,BSc,Biochemistry,AAB,AAB To include Chemistry + 1 from Maths / Further Maths / Statistics / Biology / Physics ,32,"6,6,5 + 1 from Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Biology / Physics  at Higher Level with a minimum of 32 points overall"
K0002,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/medical-biochemistry.aspx,BSc,Medical Biochemistry,AAB,AAB To include Chemistry + 1 from Maths / Further Maths / Statistics / Biology / Physics ,32,"6,6,5 + 1 from Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Biology / Physics  at Higher Level with a minimum of 32 points overall"
K0003,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biological-sciences.aspx,BSc,Biological Sciences,AAB,AAB including Biology / Human Biology + 1 from Chemistry / Physics / Maths / Further Maths / Statistics / Geology / Geography / Psychology,,"6,6,5 including Biology / Human Biology + 1 from Chemistry / Physics / Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Geology / Geography / Psychology "
K0005,https://www.birmingham.ac.uk/undergraduate/courses/biosciences/biological-sciences-europe.aspx,BSc,Biological Sciences with Study in Continental Europe,AAB,AAB including Biology / Human Biology + 1 from Chemistry / Physics / Maths / Further Maths / Statistics / Geology / Geography / Psychology,,"6,6,5 including Biology / Human Biology + 1 from Chemistry / Physics / Maths: Analysis and Approaches / Maths: Applications and Interpretation/ Statistics / Geology / Geography / Psychology "
K0006,https://www.birmingham.ac.uk/undergraduate/courses/computer-science/artificial-intelligence-computer-science.aspx,BSc,Artificial Intelligence (AI) and Computer Science,A*AA,A*AA to include A-level Mathematics grade A.,32,"7,6,6 at Higher Level to include 6 in Mathematics, with a minimum of 32 points overall. We also require 5 in Standard Level English."
K0007,https://www.birmingham.ac.uk/undergraduate/courses/gees/geology.aspx,BSc,Geology,ABB,ABB Including 1 Required Science,32,"6,5,5 32 points overall Including HL in 1 Required Science"
K0011,https://www.birmingham.ac.uk/undergraduate/courses/gees/geography-bsc.aspx,BSc,Geography,AAB,AAB,32,"6,6,5 32 points overall."
K0012,https://www.birmingham.ac.uk/undergraduate/courses/physics/theoretical-physics-applied-maths.aspx,BSc,Theoretical Physics and Applied Mathematics,A*AA,A*AA to include A-level Mathematics A* and A-level Physics A.,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics, 6 in Physics."
K0013,https://www.birmingham.ac.uk/undergraduate/courses/psychology/psychology.aspx,BSc,Psychology,AAB,AAB to include Chemistry / Biology / Human Biology / Physics / Psychology / Maths / Further Maths / Statistics,32,"6,6,6 - 6,6,5  at Higher Level with a minimum of 32 points overall"
K0014,https://www.birmingham.ac.uk/undergraduate/courses/sportex/sport-exercise-health-sciences-2.aspx,BSc,"Sport, Exercise and Health Sciences",AAA,AAA - ABB dependent on the number of preferred science subjects included,32,"6,6,6 - 6,5,5 in Higher level subjects plus 32 points overall, dependent on the number of preferred science subjects as defined for the A-level qualification."
K0015,https://www.birmingham.ac.uk/undergraduate/courses/gees/geology-geography.aspx,BSc,Geology and Physical Geography,ABB,ABB Including 1 Required Science,32,"6,5,5 32 points overall."
K0017,https://www.birmingham.ac.uk/undergraduate/courses/physics/theoretical-physics-applied-maths-msci.aspx,MSci,Theoretical Physics and Applied Mathematics,A*A*A,"A*A*A to include A level Mathematics A*, A level Physics A* and A in one further subject, see below for details.",32,"7,7,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics and Physics."
K0020,https://www.birmingham.ac.uk/undergraduate/courses/gees/environmental-science.aspx,BSc,Environmental Science,ABB,ABB Including 1 Required Science,32,"6,5,5 32 points overall."
K0021,https://www.birmingham.ac.uk/undergraduate/courses/mechanical-engineering/mechanical-engineering-beng.aspx,BEng,Mechanical Engineering,AAB,AAB to include A-level Mathematics. Further Mathematics and Physics are not required but are advantageous.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0022,https://www.birmingham.ac.uk/undergraduate/courses/mechanical-engineering/mechanical-engineering-meng.aspx,MEng,Mechanical Engineering,AAA,AAA to include A-level Mathematics. Further Mathematics and Physics are not required but are advantageous.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0026,https://www.birmingham.ac.uk/undergraduate/courses/civil-engineering/civil-engineering-beng.aspx,BEng,Civil Engineering,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0027,https://www.birmingham.ac.uk/undergraduate/courses/civil-engineering/civil-engineering-meng.aspx,MEng,Civil Engineering,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0029,https://www.birmingham.ac.uk/undergraduate/courses/eese/electronic-electrical-engineering.aspx,BEng,Electronic and Electrical Engineering,AAB,AAB to include A-level Mathematics.,32,"6,6,5 at Higher Level (including Mathematics) with 32 points overall."
K0030,https://www.birmingham.ac.uk/undergraduate/courses/eese/electronic-electrical-engineering-meng.aspx,MEng,Electronic and Electrical Engineering,AAA,AAA to include A-level Mathematics.,32,"6,6,6 at Higher Level (including Mathematics) with 32 points overall."
K0032,https://www.birmingham.ac.uk/undergraduate/courses/chemical-engineering/chemical-engineering-beng.aspx,BEng,Chemical Engineering,AAA,AAA to include A level Mathematics and Chemistry or Physics.,32,"6,6,6 at Higher Level including Mathematics and Chemistry or Physics at Higher Level grade 6 with a minimum of 32 points overall.  We will consider Standard Level Mathematics grade 7."
K0033,https://www.birmingham.ac.uk/undergraduate/courses/chemical-engineering/chemical-engineering-meng.aspx,MEng,Chemical Engineering,A*AA,A*AA /AAAA to include A level Mathematics and Chemistry or Physics.,32,"7,6,6 at HL, to include Mathematics and Chemistry or Physics HL grade 6 with a minimum of 32 points overall. We will consider Standard Level Maths grade 7."
K0036,https://www.birmingham.ac.uk/undergraduate/courses/metallurgy-materials/materials-science-engineering-meng.aspx,MEng,Materials Science and Engineering,AAA,"AAA to include A-level Mathematics and one of Physics, Chemistry or Design and Technology.",32,"6,6,6 at Higher Level, including Mathematics and either Physics, Design Technology or Chemistry, with a minimum of 32 points overall."
K0038,https://www.birmingham.ac.uk/undergraduate/courses/metallurgy-materials/materials-science-engineering.aspx,BEng,Materials Science and Engineering,AAB,"AAB to include A-level Mathematics and one of Physics, Chemistry or Design and Technology.",32,"6,6,5 at Higher Level, including Mathematics and either Physics, Design Technology or Chemistry, with a minimum of 32 points overall."
K0040,https://www.birmingham.ac.uk/undergraduate/courses/caha/classical-lit-civ.aspx,BA,Classical Literature and Civilisation,ABB,ABB,32,"6,5,5 including 32 points overall."
K0042,https://www.birmingham.ac.uk/undergraduate/courses/caha/ancient-history.aspx,BA,Ancient History,ABB,ABB,32,"6,5,5 including 32 points overall."
K0043,https://www.birmingham.ac.uk/undergraduate/courses/caha/arch-ancient-hist.aspx,BA,Ancient History and Archaeology,ABB,ABB,32,"6,5,5 including 32 points overall."
K0044,https://www.birmingham.ac.uk/undergraduate/courses/history/history-ancient-medieval.aspx,BA,Ancient and Medieval History,ABB,ABB,32,"6,5,5 to include 32 points overall."
K0046,https://www.birmingham.ac.uk/undergraduate/courses/english/english.aspx,BA,English Literature,AAB,AAB to include A level English Literature or English Language and Literature.,32,"6,6,5 32 points overall (to include HL English Literature or English Language and Literature)."
K0051,https://www.birmingham.ac.uk/undergraduate/courses/gees/geography-ba.aspx,BA,Geography,AAB,AAB,32,"6,6,5 32 points overall."
K0052,https://www.birmingham.ac.uk/undergraduate/courses/phil/philosophy.aspx,BA,Philosophy,AAB,AAB,32,"6,6,5 in Higher level subjects plus 32 points overall."
K0053,https://www.birmingham.ac.uk/undergraduate/courses/thr/theology.aspx,BA,Theology and Religion,ABB,ABB,32,"6,5,5 plus 32 points overall."
K0054,https://www.birmingham.ac.uk/undergraduate/courses/music/music.aspx,BMus,Music,ABB,ABB with A level Music grade A. See below for full information.,32,"6,5,5 to include 32 points overall. See below for full information."
K0078,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/archaeology-and-ancient-history-and-history,BA,Archaeology and History,ABB,ABB See below for full information.,32,"6,5,5 including 32 points overall."
K0087,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/classical-literature-and-civilisation-and-philosophy.aspx,BA,Classical Literature & Civilisation and Philosophy,ABB,ABB,32,"6,5,5 including 32 points overall."
K0117,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/history-and-theology.aspx,BA,History and Theology,ABB,ABB including an A Level humanities subject. See below for full information.,32,"6,5,5 plus 32 points overall, to include History or equivalent."
K0118,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/history-and-history-of-art.aspx,BA,History and History of Art,ABB,ABB,32,"6,5,5 32 points overall."
K0122,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/history-and-philosophy.aspx,BA,History and Philosophy,AAB,AAB  See below for full information.,32,"6,6,5 including 32 points overall."
K0123,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/history-and-politics.aspx,BA,History and Politics,AAB,AAB,32,"6,6,5 including 32 points overall."
K0129,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/mathematics-and-music.aspx,BA,Mathematics and Music,AAB,AAB with A level Music grade A and A level Maths grade A. See below for full information.,32,"6,6,5 32 points overall. See below for full information."
K0130,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/mathematics-and-philosophy.aspx,BA,Mathematics and Philosophy,AAB,AAB including A level Maths/Further Maths grade A.,32,"6,6,5 with 32 overall. See below for full information."
K0133,https://www.birmingham.ac.uk/undergraduate/courses/thr/philosophy-religion-ethics.aspx,BA,"Philosophy, Religion and Ethics",ABB,ABB,32,"6,5,5 in Higher level subjects plus 32 points overall."
K0137,https://www.birmingham.ac.uk/undergraduate/courses/med/medicine.aspx,MBChB,Medicine and Surgery,A*AA,A*AA with predicted AAA including Biology and Chemistry.,32,"7,6,6  at Higher Level from Chemistry and Biology and one other approved subject. Minimum of 32 points."
K0140,https://www.birmingham.ac.uk/undergraduate/courses/med/dental-surgery.aspx,BDS,Dental Surgery,AAA,AAA to include Chemistry and Biology,32,"6,6,6 at Higher Level (to include Chemistry and Biology) with a minimum of 32 points overall"
K0142,https://www.birmingham.ac.uk/undergraduate/courses/econ/money-banking-finance-bsc.aspx,BSc,"Money, Banking and Finance",AAA,AAA (including Maths) or A*AA,32,"7,6,6 from thee Higher Level subjects, or 6,6,6 (to include Maths). 32 overall score."
K0146,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/politics.aspx,BA,Politics,AAB,AAB,32,"6,6,5 at Higher Level with a minimum of 32 points overall"
K0147,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/social-policy-ba.aspx,BA,Social Policy,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0148,https://www.birmingham.ac.uk/undergraduate/courses/econ/economics-and-political-science-bsc.aspx,BSc,Economics and Politics,,"6,6,6 32 points overall",,DDD in Business or Information Technology
K0150,https://www.birmingham.ac.uk/undergraduate/courses/gees/geography-planning.aspx,BSc,Geography and Urban and Regional Planning,ABB,ABB,32,"6,5,5 32 points overall."
K0151,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/social-policy-sociology.aspx,BA,Social Policy and Sociology,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0154,https://www.birmingham.ac.uk/undergraduate/courses/jointhonours/philosophy-and-sociology.aspx,BA,Philosophy and Sociology,ABB,ABB,32,"6,5,5 in Higher level subjects plus 32 points overall."
K0155,https://www.birmingham.ac.uk/undergraduate/courses/govsoc/politics-philosophy.aspx,BA,Politics and Philosophy,AAB,AAB,32,"6,6,5 at Higher Level with a minimum of 32 points overall"
K0156,https://www.birmingham.ac.uk/undergraduate/courses/law/law-llb.aspx,LLB,Law,AAA,AAA,32,"6,6,6 including 32 points overall."
K0157,https://www.birmingham.ac.uk/undergraduate/courses/law/law-french.aspx,LLB,Law with French Law,AAA,AAA to include A level French grade A or equivalent,32,"6,6,6  in Higher Level subjects plus 32 points overall (to include 6 in HL French)."
K0158,https://www.birmingham.ac.uk/undergraduate/courses/law/law-german.aspx,LLB,Law with German Law,AAA,AAA to include A level German grade A or equivalent.,32,"6,6,6 32 points overall (to include 6 in HL German)."
K0159,https://www.birmingham.ac.uk/undergraduate/courses/business/accounting-finance.aspx,BSc,Accounting and Finance,,"6,6,6 32 points overall",,DDD BTEC in Business
K0160,https://www.birmingham.ac.uk/undergraduate/courses/econ/economics-bsc.aspx,BSc,Economics,AAA,AAA (including Maths) or A*AA,32,"7,6,6 or 6,6,6 (to include Maths). 32 overall score."
K0161,https://www.birmingham.ac.uk/undergraduate/courses/econ/economics-german.aspx,BSc,Economics with German,,"7,6,6 - 6,6,6 32 points overall. To include 6 in HL German.",,D*DD in Business or Information Technology. German A Level grade A required.
K0162,https://www.birmingham.ac.uk/undergraduate/courses/econ/economics-spanish.aspx,BSc,Economics with Spanish,,"7,6,6 - 6,6,6 32 points overall. To include 6 in HL Spanish.",,D*DD in Business or Information Technology. Spanish A Level grade A required.
K0168,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-language-bsc.aspx,BSc,Chemistry with a Modern Language,AAA,"AAA  - AAB to include A-level Chemistry, minimum Maths requirement GCSE grade 6.",32,"6,6,6 - 6,6,5  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0171,https://www.birmingham.ac.uk/undergraduate/courses/chemistry/chemistry-language-msci.aspx,MSci,Chemistry with a Modern Language,A*AA,A*AA  - AAA to include A-level Chemistry. Minimum Maths requirement: GCSE grade 6.,32,"7,6,6 - 6,6,6  at Higher Level, including Chemistry at Higher Level, with a minimum of 32 points overall. Further information below."
K0173,https://www.birmingham.ac.uk/undergraduate/courses/social-policy/sociology.aspx,BA,Sociology,ABB,ABB,32,"6,5,5 at Higher Level, to include English with a minimum of 32 points overall."
K0179,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-msci.aspx,MSci,Physics,A*AA,A*AA to include A-level Mathematics and A-level Physics grades A*A.,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics or Physics."
K0180,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-astrophysics-msci.aspx,MSci,Physics and Astrophysics,A*AA,A*AA to include A-level Mathematics and A-level Physics grades A*A.,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics or Physics."
K0181,https://www.birmingham.ac.uk/undergraduate/courses/physics/physics-international-msci.aspx,MSci,Physics (International Study),A*AA,A*AA to include A-level Maths and A-level Physics grades A*A. A-level grade B in relevant language to study abroad at a non-English speaking university,32,"7,6,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics or Physics."
K0182,https://www.birmingham.ac.uk/undergraduate/courses/physics/theoretical-physics-msci.aspx,MSci,Theoretical Physics,A*A*A,"A*A*A to include A level Mathematics A*, A level Physics A* and A in one further subject, see below for details.",32,"7,7,6  at HL, to include Mathematics and Physics, with a minimum of 32 points overall. 7 must be in Mathematics and Physics."
