ukprn,kiscourseid,university_name,title,degree_type,median_salary,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req,url,provaddress,placement_year,year_abroad,foundation_year_available,offer_rate
10007774,GG14,University of Oxford,Mathematics and Computer Science (3 or 4 years),BA,42000,A*AA,"A*AA (if Further Mathematics is taken, then including A*A between Mathematics and Further Mathematics; otherwise including A* in Mathematics)",39,39 (including core points) with 766 at HL (the 7 must be in Higher Level Mathematics)BTEC:Please visit the Computer Science website for the latest information on our standard offers for students taking BTECs.,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/mathematics-and-computer-science,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,11%
10007774,GV15,University of Oxford,Mathematics and Philosophy (4 years),BA,42000,A*A*A,A*A*A with the A*s in Mathematics and Further Mathematics (if available). For those whom Further Mathematics is not available: either A*AAa with A* in Mathematics and a in AS-level Further Mathematics or A*AA with A* in Mathematics.,39,39 (including core points) with 766 at HL (the 7 must be in Higher Level Mathematics),http://www.ox.ac.uk/admissions/undergraduate/courses-listing/mathematics-and-philosophy,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,12%
10007774,H100,University of Oxford,Engineering,BA,38000,A*A*A,"A*A*A to include Mathematics and Physics. The A*s must be in Mathematics, Physics or Further Mathematics",40,40 (including core points) with 776 at HL (with 7s in HL Mathematics and Physics),http://www.ox.ac.uk/admissions/undergraduate/courses-listing/engineering-science,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,19%
10007774,IV15,University of Oxford,Computer Science and Philosophy (3 or 4 years),BA,52000,A*AA,"A*AA, including Maths, with the A* in Maths, Further Maths or Computer Science.",NA,NA,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/computer-science-and-philosophy,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,12%
10007774,L0V0,University of Oxford,"Philosophy, Politics and Economics",BA,40500,AAA,AAA,39,39 (including core points) with 766 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-politics-and-economics,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,Yes,14%
10007774,L700,University of Oxford,Geography,BA,32000,A*AA,A*AA,39,39 (including core points) with 766 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/geography,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,27%
10007774,LN12,University of Oxford,Economics and Management,BA,40500,A*AA,A*AA including Mathematics at grade A or above,39,39 (including core points) with 766 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/economics-and-management,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,5.9%
10007774,LV11,University of Oxford,History and Economics,BA,40500,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-economics,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,12%
10007774,LV21,University of Oxford,History and Politics,BA,35000,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-politics,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,14%
10007774,LV64,University of Oxford,Archaeology and Anthropology,BA,28000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/archaeology-and-anthropology,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,20%
10007774,M100,University of Oxford,Jurisprudence,BA,31500,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/law-jurisprudence,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,Yes,12%
10007774,Q300,University of Oxford,English Language and Literature,BA,28000,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses-listing/english-language-and-literature?wssl=1,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,26%
10007774,Q800,University of Oxford,Classics,BA,30000,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek if taken",http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,38%
10007774,Q8T9,University of Oxford,Classics and Asian and Middle Eastern Studies,BA,30000,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek if taken",https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/classics-and-asian-and-middle-eastern-studies,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,42%
10007774,QQ37,University of Oxford,English and Modern Greek,BA,28000,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/english-language-and-literature,"University Offices, Wellington Square, Oxford, OX1 2JD",No,Yes,No,26%
10007774,QQ38,University of Oxford,Classics and English,BA,28000,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek, if taken.",http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics-and-english,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,25%
10007774,QQ74,University of Oxford,Modern Greek and Hebrew,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/modern-languages,"University Offices, Wellington Square, Oxford, OX1 2JD",No,Yes,No,55%
10007774,QR31,University of Oxford,English and French,BA,28000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses/english-language-and-literature/english-and-french,"University Offices, Wellington Square, Oxford, OX1 2JD",No,Yes,No,55%
10007774,RV31,University of Oxford,History and Beginners' Italian,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-modern-languages,"University Offices, Wellington Square, Oxford, OX1 2JD",No,Yes,No,26%
10007774,RV35,University of Oxford,Philosophy and Beginners' Italian,BA,30000,AAA,AAA,39,39 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,"University Offices, Wellington Square, Oxford, OX1 2JD",No,Yes,No,43%
10007774,V100,University of Oxford,History,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,27%
10007774,V118,University of Oxford,Ancient and Modern History,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-ancient-and-modern,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,23%
10007774,V350,University of Oxford,History of Art,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-art,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,15%
10007774,V600,University of Oxford,Theology and Religion,BA,28000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/theology-and-religion,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,47%
10007774,VF53,University of Oxford,Physics and Philosophy (4 years),BA,38000,A*AA,"A*AA to include Mathematics and Physics. The A* must be in Mathematics, Physics or Further Mathematics.",39,39 (including core points) with 766 at HL (the 7 should be in either Physics or Mathematics),http://www.ox.ac.uk/admissions/undergraduate/courses-listing/physics-and-philosophy,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,11%
10007774,VT69,University of Oxford,Religion and Asian and Middle Eastern studies,BA,30000,AAA,AAA,38,38 (including core points) with 666 at HL,https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/religion-and-asian-and-middle-eastern-studies,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,33%
10007774,VV14,University of Oxford,Classical Archaeology and Ancient History,BA,30000,AAA,AAA,39,39 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classical-archaeology-and-ancient-history,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,21%
10007774,VV56,University of Oxford,Philosophy and Theology,BA,35500,AAA,AAA,39,39 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-theology,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,19%
10007774,W100,University of Oxford,Fine Art,BA,31000,AAA,AAA (or AAB for candidates who have undertaken or completed a post-18 Art Foundation course*),38,38 (including core points) with 666 at HLApplied General Qualifications:BTEC and Cambridge Technical Extended Diplomas: DDD UAL Applied General Extended Diploma (2018-): HM (High Merit),http://www.ox.ac.uk/admissions/undergraduate/courses-listing/fine-art,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,12%
10007774,W300,University of Oxford,Music,BA,32000,AAA,AAA,38,38 (including core points) with 666 at HL,http://www.ox.ac.uk/admissions/undergraduate/courses-listing/music,"University Offices, Wellington Square, Oxford, OX1 2JD",No,No,No,54%
10007784,UBAARLAANT18,University College London,Archaeology and Anthropology,BA,36500,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A score of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-and-anthropology-ba,"Gower Street, London, WC1E 6BT",No,No,No,84%
10007784,UBAARLSABR18,University College London,Archaeology,BA,36500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-year-abroad-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,82%
10007784,UBAARLSING18,University College London,Archaeology,BA,36500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-ba,"Gower Street, London, WC1E 6BT",Yes,No,No,82%
10007784,UBAARLSPLA18,University College London,Archaeology with a Placement Year,BA,36500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-placement-year-ba,"Gower Street, London, WC1E 6BT",Yes,No,No,72%
10007784,UBAARTATEC18,University College London,Art and Technology,BA,52500,ABB,"No specific subjects, but a portfolio of work is required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5, plus a portfolio.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/art-and-technology-ba,"Gower Street, London, WC1E 6BT",No,No,No,Data Not Available
10007784,UBABULACZE18,University College London,Bulgarian and Czech,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-czech-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULADAN18,University College London,Bulgarian and Danish,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-danish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULADUT18,University College London,Bulgarian and Dutch,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-dutch-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAEES18,University College London,Bulgarian and East European Studies,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-east-european-studies-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULAFIN18,University College London,Bulgarian and Finnish,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-finnish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAFRE18,University College London,Bulgarian and French,BA,28500,AAB,French required at grade A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-french-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAGER18,University College London,Bulgarian and German,BA,28500,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-german-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULAHEB18,University College London,Bulgarian and Hebrew,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include Bulgarian or Hebrew, with no higher levelscore below 5",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-hebrew-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAHUN18,University College London,Bulgarian and Hungarian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-hungarian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULAITA18,University College London,Bulgarian and Italian,BA,28500,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-italian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULANOR18,University College London,Bulgarian and Norwegian,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-norwegian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAPOL18,University College London,Bulgarian and Polish,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-polish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULAPOR18,University College London,Bulgarian and Portuguese,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-portuguese-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAROM18,University College London,Bulgarian and Romanian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-romanian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULARUS18,University College London,Bulgarian and Russian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-russian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBABULASPA18,University College London,Bulgarian and Spanish,BA,28500,AAB,Spanish required at grade A.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, to include French grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-spanish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULASRB18,University College London,Bulgarian and Serbian/Croatian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-serbian-croatian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULASWE18,University College London,Bulgarian and Swedish,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-swedish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAUKR18,University College London,Bulgarian and Ukrainian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-ukrainian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBABULAYID18,University College London,Bulgarian and Yiddish,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,A total of 16 in three higher level subjects to include Bulgarian or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bulgarian-and-yiddish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACAWWABR18,University College London,Classics and the Ancient World with Study Abroad,BA,25000,AAB,"Language and Literature route: Ancient/Classical Greek or Latin at grade A requiredLiterature, History, Archaeology route: no subject requirementsAncient Middle Eastern Studies route: no subject requirements.",36,"A total of 17 points in three higher level subjects including Greek or Latin at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-study-abroad-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,86%
10007784,UBACLAACLC18,University College London,Classical Archaeology and Classical Civilisation,BA,28000,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classical-archaeology-and-classical-civilisation-ba,"Gower Street, London, WC1E 6BT",No,No,No,83%
10007784,UBACLASANC18,University College London,Classics and the Ancient World,BA,25000,AAB,"Language and Literature route: Ancient/Classical Greek or Latin at grade A requiredLiterature, History, Archaeology route: no subject requirementsAncient Middle Eastern Studies route: no subject requirements.",36,"A total of 17 points in three higher level subjects with no higher level score below 5. Language and Literature route: Ancient/Classical Greek or Latin at higher level grade 6 required; Literature, History, Archaeology route: No subject requirements; Ancient Middle Eastern Studies route: No subject requirements.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/classics-and-ancient-world-ba,"Gower Street, London, WC1E 6BT",No,No,No,89%
10007784,UBACLTSABR18,University College London,Comparative Literature,BA,28500,AAA,A humanities subject required. French or Spanish required at grade A if one of these is to be studied as major language pathway.,38,A total of 18 points in three higher level subjects with no score below 5. French or Spanish required at higher level grade 6 if one of these is to be studied as major language pathway,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/comparative-literature-year-abroad-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,88%
10007784,UBACLTSING18,University College London,Comparative Literature,BA,28500,AAA,A humanities subject required. French or Spanish required at grade A if one of these is to be studied as major language pathway.,38,"A total of 18 points in three higher level subjects, including a Humanities subject. Higher level French or Spanish required at grade 6 if one of these is to be studied as a major language pathway. No higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/comparative-literature-ba,"Gower Street, London, WC1E 6BT",No,No,No,88%
10007784,UBACOMSING18,University College London,Communications,BA,NA,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/communications-ba,"Gower Street, London, WC1E 6BT",No,No,No,Data Not Available
10007784,UBACREAHUM18,University College London,Creative Arts and Humanities,BA,32000,AAA,One essay-based Humanities or Social Sciences subject.,38,"A total of 18 points in three higher level subjects, to include one essay based Humanities or Social Sciences subject at grade 6,with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/creative-arts-and-humanities-ba,"Gower Street, London, WC1E 6BT",No,No,No,73%
10007784,UBACZEADAN18,University College London,Czech and Danish,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-danish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEADUT18,University College London,Czech and Dutch,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-dutch-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAEES18,University College London,Czech (with Slovak) and East European Studies,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-slovak-and-east-european-studies-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEAFIN18,University College London,Czech and Finnish,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-finnish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAFRE18,University College London,Czech and French,BA,28500,AAB,French required at A.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-french-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEAGER18,University College London,Czech and German,BA,28500,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-german-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAHEB18,University College London,Czech and Hebrew,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 in three higher level subjects to include Czech or Hebrew, with no higher level score below 5",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hebrew-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEAHUN18,University College London,Czech and Hungarian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hungarian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEAITA18,University College London,Czech and Italian,BA,28500,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-italian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEANOR18,University College London,Czech and Norwegian,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-norwegian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAPOL18,University College London,Czech and Polish,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-polish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAPOR18,University College London,Czech and Portuguese,BA,28500,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-portuguese-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
10007784,UBACZEAROM18,University College London,Czech and Romanian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-romanian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEARUS18,University College London,Czech and Russian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-russian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEASPA18,University College London,Czech and Spanish,BA,28500,AAB,Spanish required at A.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, to include Spanish grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-spanish-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,63%
10007784,UBACZEASRB18,University College London,Czech and Serbian/Croatian,BA,28500,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-serbian-croatian-ba,"Gower Street, London, WC1E 6BT",No,Yes,No,Data Not Available
