ukprn,kiscourseid,university_name,title,degree_type,median_salary,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req,url,provaddress,placement_year,year_abroad,foundation_year_available,offer_rate
10007784,UMSCPMSING18,University College London,Construction Project Management,MSci,34000,ABB,"Business, Economics, Geography, Information Communication Technology, Mathematics or Statistics preferred.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Business, Economics, Geography, Information Communication Technology, Mathematics: Analysis and Approaches or Mathematics: Applications and Interpretation or Statistics preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,"Gower Street, London, WC1E 6BT",No,No,No,61%
10007784,UMSEARSEGS18,University College London,Environmental Geoscience,MSci,29000,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-msci,"Gower Street, London, WC1E 6BT",No,No,No,67%
10007784,UMSEARSGEL18,University College London,Geology,MSci,29000,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-msci,"Gower Street, London, WC1E 6BT",No,No,No,64%
10007784,UMSEARSING18,University College London,Earth Sciences,MSci,29000,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-msci,"Gower Street, London, WC1E 6BT",No,No,No,73%
10007784,UMSEARSINT18,University College London,Earth Sciences (International Programme),MSci,29000,AAB,"Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",36,"A total of 17 points in three higher level subjects to preferably include two sciences, with no higher level score below 5. Biology, Chemistry, Geology/Geography, Mathematics, Further Mathematics or Physics preferred",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-international-programme-msci,"Gower Street, London, WC1E 6BT",No,Yes,No,67%
10007784,UMSEARSPHY18,University College London,Geophysics,MSci,29000,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci,"Gower Street, London, WC1E 6BT",No,No,No,87%
10007784,UMSHUMSEVL18,University College London,Human Sciences and Evolution,MSci,32500,AAA,"Science subject required, preferably Biology.",38,"A total of 18 points in three higher level subjects including science (preferably Biology) at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-and-evolution-msci,"Gower Street, London, WC1E 6BT",No,No,No,43%
10007784,UMSMANSING18,University College London,Management Science,MSci,34000,A*AA,Mathematics with A* required. Science or Social Sciences preferred.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,"Gower Street, London, WC1E 6BT",No,No,No,23%
10007784,UMSMATAPHY18,University College London,Mathematics and Physic,MSci,33500,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",40,"A total of 17 points in three higher level subjects including Mathematics and Physics at grade 6, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-msci,"Gower Street, London, WC1E 6BT",No,No,No,39%
10007784,UMSMATASTA18,University College London,Mathematics and Statistical Science,MSci,37000,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Physics, Statistics, Chemistry, Computer Science, Biology, Economics, English Language, English Literature preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-msci,"Gower Street, London, WC1E 6BT",No,No,No,30%
10007784,UMSMATSING18,University College London,Mathematics,MSci,37000,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Physics, Statistics, Chemistry, Computer Science, Biology, Economics, English Language, English Literature preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-msci,"Gower Street, London, WC1E 6BT",No,No,No,61%
10007784,UMSMATWECO18,University College London,Mathematics with Economics,MSci,37000,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Physics, Statistics, Chemistry, Computer Science, Biology, Economics, English Language, English Literature preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-economics-msci,"Gower Street, London, WC1E 6BT",No,No,No,24%
10007784,UMSMATWLAN18,University College London,Mathematics with Modern Languages,MSci,37000,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics, Statistics and any Modern Foreign Language that is not mother-tongue preferred.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Biology, Chemistry, Computer Science, Economics, English Language, English Literature, Physics, Statistics and any Modern Foreign Language that is not mother-tongue preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-modern-languages-msci,"Gower Street, London, WC1E 6BT",No,No,No,53%
10007784,UMSMATWMAN18,University College London,Mathematics with Management Studies,MSci,37000,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics, or A*AA with A*A in Mathematics and Further Mathematics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA. Accounting, Biology, Business/Business Management/Business Studies, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in Mathematics, or 39 overall with 19 points in three higher level subjects including 7 in Mathematics and a 2 in any STEP paper or a distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only. Accounting, Biology, Business/Business Management/Business Studies, Chemistry, Computer Science, Economics, English Language, English Literature, Physics and Statistics preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-management-studies-msci,"Gower Street, London, WC1E 6BT",No,No,No,31%
10007784,UMSMATWMPH18,University College London,Mathematics with Mathematical Physics,MSci,33500,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, in any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in higher level Mathematics and 6 in higher level Physics, or 39 overall with 19 in three higher level subjects including 7 in higher level Mathematics, 6 in higher level Physics plus a grade 2 in any STEP paper/distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-mathematical-physics-msci,"Gower Street, London, WC1E 6BT",No,No,No,42%
10007784,UMSMEDSIAE18,University College London,Medical Innovation and Enterprise,MSci,32500,AAA,"Biology and either Chemistry, Mathematics or Physics required.",38,"A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-msci,"Gower Street, London, WC1E 6BT",No,Yes,No,75%
10007784,UMSMPHSING18,University College London,Medical Physics,MSci,33500,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Biology, Chemistry and Further Mathematics preferred.",39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci,"Gower Street, London, WC1E 6BT",No,No,No,71%
10007784,UMSNATSING18,University College London,Natural Sciences,MSci,36500,A*AA,"Mathematics and at least one of Biology, Chemistry and Physics required. Biology, Chemistry or Physics preferred as third subject.",39,"A total of 19 points in three higher level subjects including grade 6 in Mathematics and at least one of Biology, Chemistry and Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Chemistry and Physics preferred as third subject.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-msci,"Gower Street, London, WC1E 6BT",No,No,No,73%
10007784,UMSPHASING18,University College London,Pharmacology,MSci,35000,AAB,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",36,"A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci,"Gower Street, London, WC1E 6BT",No,No,No,35%
10007784,UMSPHYSING18,University College London,Physics,MSci,33500,A*AA,A*A in Mathematics and Physics required (in any order).,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci,"Gower Street, London, WC1E 6BT",No,No,No,65%
10007784,UMSPHYSTPH18,University College London,Theoretical Physics,MSci,33500,A*AA,A*A in Mathematics and Physics required (in any order).,39,"A total of 19 points in three higher level subjects including grade 7, 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-msci,"Gower Street, London, WC1E 6BT",No,No,No,64%
10007784,UMSPSYALAN18,University College London,Psychology and Language Sciences,MSci,35000,A*AA,"To include one subject from Biology, Chemistry, Mathematics, Physics or Psychology.",39,"A total of 19 points in three higher level subjects to include grade 6 in one subject from Biology, Chemistry, Mathematics, Physics or Psychology, with no higher level score below 5. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation'.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-msci,"Gower Street, London, WC1E 6BT",No,No,No,45%
10007784,UMSPSYSING18,University College London,Psychology,MSci,26500,A*AA,"To include A*A from two of the following subjects: Biology, Chemistry, Mathematics, Physics and Psychology.",39,"A total of 19 points in three higher level subjects to include grade 7 and grade 6 in two subjects from Biology, Chemistry, Mathematics, Physics and Psychology.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-msci,"Gower Street, London, WC1E 6BT",No,Yes,No,23%
10007784,UMSSTASINT18,University College London,Statistical Science (International Programme),MSci,35000,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistical-science-international-programme-msci,"Gower Street, London, WC1E 6BT",No,Yes,No,35%
10007788,UG_ACTX,University of Cambridge,Archaeology,BA,40000,A*AA,A*AA - No specific subjects required,41,41 points - No specific subjects required,https://www.undergraduate.study.cam.ac.uk/courses/archaeology-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,56%
10007788,UG_AETX,University of Cambridge,Asian and Middle Eastern Studies,BA,30500,A*AA,A*AA - A level/IB Higher Level in your chosen European language Robinson College only accepts applicants to Chinese and Japanese.,41,41 points - A level/IB Higher Level in your chosen European language Robinson College only accepts applicants to Chinese and Japanese.,https://www.undergraduate.study.cam.ac.uk/courses/asian-middle-eastern-studies-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,Yes,No,41%
10007788,UG_ARTX,University of Cambridge,Architecture,BA,28000,A*AA,"A*AA - You don’t have to include work of an architectural nature, such as plans or sections We want to see something that illustrates your interests, experience and ability in the visual and material arts You may want to include drawings, paintings, sculpture and/or photography If you want to show us your three-dimensional work, it’s usually sufficient for you to show it through photographs It is useful to bring to your interview: any drawings you’ve been working on, in any media such as pencil, charcoal or crayon This should include a variety of subject matter. It can be material prepared for school-leaving examinations, but creative work you’ve done outside formal courses is also welcome. Portfolio requirements can vary between Colleges. Your College will let you know what they would like you to include. Find out more about submitting a portfolio What Architecture students have studied Most Architecture students (who had studied A levels and started at Cambridge in 2018, 2019 and 2023) achieved at least A*A*A. The majority of students who studied IB achieved at least 43 points overall. Almost all had studied at least one of the subjects recommended above. Around 90% took Art & Design, plus either Mathematics, Physics or both. This information shows some of the common subjects our applicants have studied. Although these are common subject combinations, this doesn't mean they're favoured. When you're choosing your post-16 subjects, it's most important to check whether any subjects are required for your course. You can also check our guidance on choosing your high school subjects for more information. All undergraduate admissions decisions are the responsibility of the Cambridge Colleges. Please contact the relevant College admissions office if you have any queries.",41,"41 points - You don’t have to include work of an architectural nature, such as plans or sections We want to see something that illustrates your interests, experience and ability in the visual and material arts You may want to include drawings, paintings, sculpture and/or photography If you want to show us your three-dimensional work, it’s usually sufficient for you to show it through photographs It is useful to bring to your interview: any drawings you’ve been working on, in any media such as pencil, charcoal or crayon This should include a variety of subject matter. It can be material prepared for school-leaving examinations, but creative work you’ve done outside formal courses is also welcome. Portfolio requirements can vary between Colleges. Your College will let you know what they would like you to include. Find out more about submitting a portfolio What Architecture students have studied Most Architecture students (who had studied A levels and started at Cambridge in 2018, 2019 and 2023) achieved at least A*A*A. The majority of students who studied IB achieved at least 43 points overall. Almost all had studied at least one of the subjects recommended above. Around 90% took Art & Design, plus either Mathematics, Physics or both. This information shows some of the common subjects our applicants have studied. Although these are common subject combinations, this doesn't mean they're favoured. When you're choosing your post-16 subjects, it's most important to check whether any subjects are required for your course. You can also check our guidance on choosing your high school subjects for more information. All undergraduate admissions decisions are the responsibility of the Cambridge Colleges. Please contact the relevant College admissions office if you have any queries.",https://www.undergraduate.study.cam.ac.uk/courses/architecture-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,18%
10007788,UG_ASTX,University of Cambridge,"Anglo-Saxon, Norse and Celtic",BA,30000,A*AA,A*AA - No specific subjects required,41,41 points - No specific subjects required,https://www.undergraduate.study.cam.ac.uk/courses/anglo-saxon-norse-celtic-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,58%
10007788,UG_CETX,University of Cambridge,Chemical Engineering and Biotechnology,BA,38000,A*A*A,"A*A* - Mathematics Chemistry a third science/mathematics subject (Biology, Physics or Further Mathematics) If you’re studying a science that’s not listed as your third subject, please contact the College you wish to apply to for advice. If you’re studying IB Higher Level Mathematics, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, contact the College you wish to apply to for advice.",41,"41 points - Mathematics Chemistry a third science/mathematics subject (Biology, Physics or Further Mathematics) If you’re studying a science that’s not listed as your third subject, please contact the College you wish to apply to for advice. If you’re studying IB Higher Level Mathematics, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, contact the College you wish to apply to for advice.",https://www.undergraduate.study.cam.ac.uk/courses/chemical-engineering-biotechnology-ba-hons-meng,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,24%
10007788,UG_CLT4X,University of Cambridge,Classics (4 years),BA,30000,A*AA,"A*AA - Latin If you do not study Latin, but instead study Classical Greek, contact your shortlisted College(s) before applying. You may also wish to consider Classics (4 years).",41,"41 points - Latin If you do not study Latin, but instead study Classical Greek, contact your shortlisted College(s) before applying. You may also wish to consider Classics (4 years).",https://www.undergraduate.study.cam.ac.uk/courses/classics-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,47%
10007788,UG_CSTX,University of Cambridge,Computer Science,BA,45000,A*A*A,"A*A* - Mathematics Further Mathematics to AS or A level if your school offers it. Check the guidance on this page If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice. Colleges usually require A* in Mathematics and/or Further Mathematics. Colleges may also require an A*/7 in specific subjects (usually Chemistry or Physics, if taken) as part of your offer. If your school offers Further Mathematics to AS or A level, you should take it. Additional mathematics is helpful. All candidates are strongly encouraged to take up opportunities to develop their skills. If you are not able to take Further Mathematics because it is not available at your school, contact your shortlisted College(s) before you apply. They will confirm whether you are eligible to apply to their College for Computer Science.",41,"41 points - Mathematics Further Mathematics to AS or A level if your school offers it. Check the guidance on this page If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice. Colleges usually require A* in Mathematics and/or Further Mathematics. Colleges may also require an A*/7 in specific subjects (usually Chemistry or Physics, if taken) as part of your offer. If your school offers Further Mathematics to AS or A level, you should take it. Additional mathematics is helpful. All candidates are strongly encouraged to take up opportunities to develop their skills. If you are not able to take Further Mathematics because it is not available at your school, contact your shortlisted College(s) before you apply. They will confirm whether you are eligible to apply to their College for Computer Science.",https://www.undergraduate.study.cam.ac.uk/courses/computer-science-ba-hons-meng,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,9.3%
10007788,UG_DESTX,University of Cambridge,Design,BA,37000,A*AA,"A*AA - Mathematics (A* at A level/7 at Higher Level) If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact the College you wish to apply to for advice.",41,"41 points - Mathematics (A* at A level/7 at Higher Level) If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact the College you wish to apply to for advice.",https://www.undergraduate.study.cam.ac.uk/courses/design-ba-hons-mdes,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,Data Not Available
10007788,UG_ECTX,University of Cambridge,Economics,BA,51000,A*A*A,"A*A* - Mathematics If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice.",41,"41 points - Mathematics If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice.",https://www.undergraduate.study.cam.ac.uk/courses/economics-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,14%
10007788,UG_EDTX,University of Cambridge,Education,BA,NA,A*AA,A*AA - No specific subjects required,41,41 points - No specific subjects required,https://www.undergraduate.study.cam.ac.uk/courses/education-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,26%
10007788,UG_EGTX,University of Cambridge,Engineering,BA,37000,A*A*A,"A*A* - Mathematics Physics Further Mathematics to AS or A level if your school offers it. Check the guidance on this page If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice. Colleges usually require A* in Mathematics and/or Further Mathematics. Colleges may also require an A*/7 in specific subjects (likely Chemistry or Physics) as part of your offer. Please review the webpages of your shortlisted College(s) before applying. If you apply to Peterhouse, you may also be asked for grade 2 in STEP II. Further Mathematics A level and additional maths If your school offers Further Mathematics to AS or A level, you should take it. Additional mathematics is helpful. All candidates are strongly encouraged to take up opportunities to develop their skills. If you are not able to take Further Mathematics because it's not available at your school, contact your shortlisted College(s) before you apply. They will confirm whether you are eligible to apply to their College for Engineering. If Further Mathematics is not available to you, or you’ve recognised its desirability too late, we’d advise you to take as much additional pure maths and mechanics as possible. You could study AS Further Mathematics content independently or by using online resources covering advanced material. If you would like further guidance, please contact your shortlisted College(s). More information about entry requirements All Colleges, except Downing, Trinity and Corpus Christi, welcome applications from students taking A level Mathematics and a suitable vocational qualification, for example a BTEC Higher National Diploma in an engineering discipline. You’ll be expected to achieve the highest possible grades in A level Mathematics and the vocational qualification. If you’re taking the Single Award Applied A level in Engineering or the Principal Learning components of the Advanced Diploma in Engineering, you must also be taking A levels in Mathematics and Physics. T-Levels are not considered appropriate preparation for the Cambridge Engineering degree, so we can’t accept them. All Colleges welcome applications from students who want to do an Engineering-related gap year before starting the course. Offers above the minimum requirement The minimum offer level and subject requirements outline the minimum you'll usually need to achieve to get an offer from Cambridge. In some cases, you'll get a higher or more challenging offer. Colleges set higher offer requirements for a range of reasons. If you'd like to find out more about why we do this, check the information about offers above the minimum requirement on the entry requirements page. IB offers Some Colleges usually make offers above the minimum offer level. Find out more on our qualifications page. Admission assessment All applicants for Engineering are required to take the Engineering and Science Admissions Test (ESAT). You will need to complete Mathematics 1, Mathematics 2 and Physics. You must register in advance and take the test at an authorised assessment centre. Please see the admissions test page for more information. Submitted work You won't usually be asked to submit examples of written work. All undergraduate admissions decisions are the responsibility of the Cambridge Colleges. Please contact the relevant College admissions office if you have any queries.",41,"41 points - Mathematics Physics Further Mathematics to AS or A level if your school offers it. Check the guidance on this page If you’re studying IB, we ask for Analysis and Approaches for this course. If this isn’t an option at your school, please contact your shortlisted College(s) for advice. Colleges usually require A* in Mathematics and/or Further Mathematics. Colleges may also require an A*/7 in specific subjects (likely Chemistry or Physics) as part of your offer. Please review the webpages of your shortlisted College(s) before applying. If you apply to Peterhouse, you may also be asked for grade 2 in STEP II. Further Mathematics A level and additional maths If your school offers Further Mathematics to AS or A level, you should take it. Additional mathematics is helpful. All candidates are strongly encouraged to take up opportunities to develop their skills. If you are not able to take Further Mathematics because it's not available at your school, contact your shortlisted College(s) before you apply. They will confirm whether you are eligible to apply to their College for Engineering. If Further Mathematics is not available to you, or you’ve recognised its desirability too late, we’d advise you to take as much additional pure maths and mechanics as possible. You could study AS Further Mathematics content independently or by using online resources covering advanced material. If you would like further guidance, please contact your shortlisted College(s). More information about entry requirements All Colleges, except Downing, Trinity and Corpus Christi, welcome applications from students taking A level Mathematics and a suitable vocational qualification, for example a BTEC Higher National Diploma in an engineering discipline. You’ll be expected to achieve the highest possible grades in A level Mathematics and the vocational qualification. If you’re taking the Single Award Applied A level in Engineering or the Principal Learning components of the Advanced Diploma in Engineering, you must also be taking A levels in Mathematics and Physics. T-Levels are not considered appropriate preparation for the Cambridge Engineering degree, so we can’t accept them. All Colleges welcome applications from students who want to do an Engineering-related gap year before starting the course. Offers above the minimum requirement The minimum offer level and subject requirements outline the minimum you'll usually need to achieve to get an offer from Cambridge. In some cases, you'll get a higher or more challenging offer. Colleges set higher offer requirements for a range of reasons. If you'd like to find out more about why we do this, check the information about offers above the minimum requirement on the entry requirements page. IB offers Some Colleges usually make offers above the minimum offer level. Find out more on our qualifications page. Admission assessment All applicants for Engineering are required to take the Engineering and Science Admissions Test (ESAT). You will need to complete Mathematics 1, Mathematics 2 and Physics. You must register in advance and take the test at an authorised assessment centre. Please see the admissions test page for more information. Submitted work You won't usually be asked to submit examples of written work. All undergraduate admissions decisions are the responsibility of the Cambridge Colleges. Please contact the relevant College admissions office if you have any queries.",https://www.undergraduate.study.cam.ac.uk/courses/engineering-ba-hons-meng,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,Yes,No,15%
10007788,UG_ELTX,University of Cambridge,English,BA,29000,A*AA,A*AA - A level/IB Higher Level (or the equivalent) in English Literature or A level (or the equivalent) in English Literature and Language (not accepted at all Colleges) The following Colleges will not accept the combined Literature and Language A level: Corpus Christi Queens’,41,41 points - A level/IB Higher Level (or the equivalent) in English Literature or A level (or the equivalent) in English Literature and Language (not accepted at all Colleges) The following Colleges will not accept the combined Literature and Language A level: Corpus Christi Queens’,https://www.undergraduate.study.cam.ac.uk/courses/english-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,29%
10007788,UG_GETX,University of Cambridge,Geography,BA,30000,A*AA,A*AA,41,41 points,https://www.undergraduate.study.cam.ac.uk/courses/geography-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,26%
10007788,UG_HATX,University of Cambridge,History of Art,BA,30000,A*AA,A*AA - No specific subjects required,41,41 points - No specific subjects required,https://www.undergraduate.study.cam.ac.uk/courses/history-of-art-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,43%
10007788,UG_HPTX,University of Cambridge,"Human, Social, and Political Sciences",BA,40000,A*AA,A*AA - No specific subjects required,41,41 points - No specific subjects required,https://www.undergraduate.study.cam.ac.uk/courses/human-social-political-sciences-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",No,No,No,15%
10007788,UG_HSTMLX,University of Cambridge,History with Modern Languages,BA,30500,A*AA,"A*AA - History the language you want to study (if you will not be studying it from scratch) If you’re not taking History but are able to demonstrate that you have developed other, equivalent skills by taking other relevant subjects, or through independent subject exploration, you should contact the admissions office of your shortlisted Colleges for advice. If you’re not taking a modern language at A Level or IB Higher Level, you can apply for all options except French. You will study your chosen language ‘ab initio’ (from scratch).",41,"41 points - History the language you want to study (if you will not be studying it from scratch) If you’re not taking History but are able to demonstrate that you have developed other, equivalent skills by taking other relevant subjects, or through independent subject exploration, you should contact the admissions office of your shortlisted Colleges for advice. If you’re not taking a modern language at A Level or IB Higher Level, you can apply for all options except French. You will study your chosen language ‘ab initio’ (from scratch).",https://www.undergraduate.study.cam.ac.uk/courses/history-modern-languages-ba-hons,"The Old Schools, Trinity Lane, Cambridge, CB2 1TN",Yes,Yes,No,42%
