kiscourseid,title,crseurl
UBEECOSING18,Economics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ
UBFFINSING05,Fine Art,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-bfa
UBLLAWSFRL18,Law with French Law,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb
UBLLAWSGRL18,Law with German Law,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb
UBLLAWSHKD18,Bachelor of Laws (UCL) and LLB Bachelor of Laws (University of Hong Kong),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-laws-ucl-and-bachelor-laws-hku-llb
UBLLAWSHSL18,Law with Hispanic Law,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb
UBLLAWSING18,Law,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb
UBMMEDSING01,Medicine,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs-bsc
UBNBENSING22,Biochemical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-beng
UBNBMDSING22,Biomedical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-beng
UBNCENSING22,Chemical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-beng
UBNCIVSING22,Civil Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng
UBNEENSEEE22,Electronic and Electrical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng
UBNMECSING22,Mechanical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng
UBSANASNEU18,Neuroscience,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc
UBSANTSING18,Anthropology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc
UBSANTWABR18,Anthropology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-year-abroad-bsc
UBSARCSAIA18,Architectural and Interdisciplinary Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-year-abroad-bsc
UBSARCSAIS18,Architectural and Interdisciplinary Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc
UBSARCSING18,Architecture,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-bsc
UBSARCSUDM18,"Urban Planning, Design and Management",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc
UBSARCSURB18,Urban Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-studies-bsc
UBSARLSING18,Archaeology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-bsc
UBSASTSPHY18,Astrophysics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-bsc
UBSAUDSING18,Audiology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/audiology-bsc
UBSBIPSMBM18,Bioprocessing of New Medicines (Business and Management),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bioprocessing-new-medicines-business-and-management-bsc
UBSBMDSSCI18,Biomedical Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-sciences-bsc
UBSBOCSING18,Biochemistry,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-bsc
UBSBOLSING18,Biological Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-bsc
UBSBUSAHEA01,Business and Health,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-bsc
UBSCANSBMD18,Cancer Biomedicine,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/cancer-biomedicine-bsc
UBSCHESING18,Chemistry,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-bsc
UBSCHEWMAN18,Chemistry with Management Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-management-studies-bsc
UBSCHEWMAT18,Chemistry with Mathematics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-bsc
UBSCOMSING18,Computer Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-bsc
UBSCSSSING18,Crime and Security Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/crime-and-security-science-bsc
UBSDATSING18,Data Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/data-science-bsc
UBSEARSEGS18,Environmental Geoscience,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-bsc
UBSEARSGEL18,Geology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-bsc
UBSEARSING18,Earth Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-bsc
UBSEARSPHY18,Geophysics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-bsc
UBSGEOAECO18,Geography and Economics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-and-economics-bsc
UBSGEOSING18,Geography,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-bsc
UBSGEOSINT18,Geography (International Programme),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-international-programme-bsc
UBSGLOSHST18,Global Humanitarian Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/global-humanitarian-studies-bsc
UBSHNESING18,Human Neuroscience,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-neuroscience-bsc
UBSHPSSING18,History and Philosophy of Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-philosophy-science-bsc
UBSHSCSING18,Human Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-bsc
UBSIFCAIMM18,Infection and Immunity,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc
UBSINFSBUS18,Information Management for Business,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-management-business-bsc
UBSINFSING18,Information in Society,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-society-bsc
UBSLINSEXP21,Experimental Linguistics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/experimental-linguistics-bsc
UBSLINSINT18,Experimental Linguistics (International Programme),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/experimental-linguistics-international-programme-bsc
UBSMANSING18,Management Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-bsc
UBSMATAPHY18,Mathematics and Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc
UBSMATASTA18,Mathematics and Statistical Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-bsc
UBSMATSING18,Mathematics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-bsc
UBSMATWECO18,Mathematics with Economics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-economics-bsc
UBSMATWLAN18,Mathematics with Modern Languages,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-modern-languages-bsc
UBSMATWMAN18,Mathematics with Management Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-management-studies-bsc
UBSMATWMPH18,Mathematics with Mathematical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-mathematical-physics-bsc
UBSMEDSAPP18,Applied Medical Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/applied-medical-sciences-bsc
UBSMEDSIAE18,Medical Innovation and Enterprise,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc
UBSMEDSSAE18,Sport and Exercise Medical Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sport-and-exercise-medical-sciences-bsc
UBSNATSING18,Natural Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-bsc
UBSNMSSING18,Nutrition and Medical Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc
UBSPHASING18,Pharmacology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-bsc
UBSPHYSING18,Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-bsc
UBSPHYSTPH18,Theoretical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-bsc
UBSPHYWMPH18,Physics with Medical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-medical-physics-bsc
UBSPLNAREE19,Urban Planning and Real Estate,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc
UBSPOLAINT18,Politics and International Relations,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc
UBSPOPSING18,Population Health Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/population-health-sciences-bsc
UBSPPESING18,"Philosophy, Politics and Economics",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc
UBSPSYALAN18,Psychology and Language Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-bsc
UBSPSYSING18,Psychology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-bsc
UBSPSYWEDU18,Psychology with Education,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-education-bsc
UBSSBESING18,"Sustainable Built Environments, Energy and Resources",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-bsc
UBSSCESSOC18,Science and Engineering for Social Change,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc
UBSSOCSING18,Sociology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-bsc
UBSSPOSSCI18,Sociology and Politics of Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-and-politics-science-bsc
UBSSSCSING18,Social Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc
UBSSSCSQME18,Social Sciences with Data Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-data-science-bsc
UBSSTAAMAB18,Statistics and Management for Business,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-and-management-business-bsc
UBSSTASING18,Statistics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc
UBSSTASSEF18,"Statistics, Economics and Finance",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc
UBSSTASSEL18,"Statistics, Economics and a Language",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-language-bsc
UFBBENSING22,Biochemical Engineering with Integrated Foundation Year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-foundation-year
UMNBENSING22,Biochemical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-meng
UMNBMDSING22,Biomedical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-meng
UMNCENSING22,Chemical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-meng
UMNCIVSING22,Civil Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng
UMNCOMSING18,Computer Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng
UMNCOMSMAT18,Mathematical Computation,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng
UMNCOMSRAI18,Robotics and Artificial Intelligence,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng
UMNEENSEEE22,Electronic and Electrical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-meng
UMNENGAARD18,Engineering and Architectural Design,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-and-architectural-design-meng
UMNMECSING22,Mechanical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng
UMNMECWBFN22,Mechanical Engineering with Business Finance,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-meng
UMNSBESING18,"Sustainable Built Environments, Energy and Resources",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-meng
UMPPHMSING01,Pharmacy,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm
UMPPHMSREG01,Pharmacy with Integrated Pre-registration Training,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-integrated-foundation-training-mpharm
UMSANASNEU18,Neuroscience,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci
UMSARCSING19,Architecture,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci
UMSASTSPHY18,Astrophysics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-msci
UMSBOCSING18,Biochemistry,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-msci
UMSBOLSING18,Biological Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-msci
UMSBUSAHEA01,Business and Health,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-msci
UMSCHESING18,Chemistry,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci
UMSCHESINT18,Chemistry (International Programme),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-international-programme-msci
UMSCHEWMAN18,Chemistry with Management Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-management-studies-msci
UMSCHEWMAT18,Chemistry with Mathematics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-msci
UMSCPMSING18,Construction Project Management,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci
UMSEARSEGS18,Environmental Geoscience,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/environmental-geoscience-msci
UMSEARSGEL18,Geology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geology-msci
UMSEARSING18,Earth Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-msci
UMSEARSINT18,Earth Sciences (International Programme),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-international-programme-msci
UMSEARSPHY18,Geophysics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci
UMSHUMSEVL18,Human Sciences and Evolution,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-and-evolution-msci
UMSMANSING18,Management Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci
UMSMATAPHY18,Mathematics and Physic,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-msci
UMSMATASTA18,Mathematics and Statistical Science,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-msci
UMSMATSING18,Mathematics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-msci
UMSMATWECO18,Mathematics with Economics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-economics-msci
UMSMATWLAN18,Mathematics with Modern Languages,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-modern-languages-msci
UMSMATWMAN18,Mathematics with Management Studies,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-management-studies-msci
UMSMATWMPH18,Mathematics with Mathematical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-mathematical-physics-msci
UMSMEDSIAE18,Medical Innovation and Enterprise,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-msci
UMSMPHSING18,Medical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci
UMSNATSING18,Natural Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-msci
UMSPHASING18,Pharmacology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci
UMSPHYSING18,Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci
UMSPHYSTPH18,Theoretical Physics,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-msci
UMSPSYALAN18,Psychology and Language Sciences,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-msci
UMSPSYSING18,Psychology,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-msci
UMSSTASINT18,Statistical Science (International Programme),https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistical-science-international-programme-msci
