ukprn,kiscourseid,title,crseurl
10007794,A100-2100,Medicine,http://www.gla.ac.uk/undergraduate/degrees/medicine/
10007794,A200-2101,Dentistry,http://www.gla.ac.uk/undergraduate/degrees/dentistry/
10007794,B110-2105,Anatomy,http://www.gla.ac.uk/undergraduate/degrees/anatomy/
10007794,B140-2105,Neuroscience,http://www.gla.ac.uk/undergraduate/degrees/neuroscience/
10007794,B140-2208,Psychology and Neuroscience,http://www.gla.ac.uk/undergraduate/degrees/psychology/
10007794,B150-2105,Human Biology,http://www.gla.ac.uk/undergraduate/degrees/humanbiology/
10007794,B210-2105,Pharmacology,http://www.gla.ac.uk/undergraduate/degrees/pharmacology/
10007794,B700-2102,Nursing,http://www.gla.ac.uk/undergraduate/degrees/nursing/
10007794,BC16-2105,Physiology & Sports Science,http://www.gla.ac.uk/undergraduate/degrees/physiologysportsscience/
10007794,BC41-2105,Human Biology and Nutrition,https://www.gla.ac.uk/undergraduate/degrees/humanbiologynutrition/
10007794,BC46-2105,"Physiology, Sports Science & Nutrition",http://www.gla.ac.uk/undergraduate/degrees/physiologysportssciencenutrition/
10007794,C143-2105,Molecular & Cellular Biology with Biotechnology,http://www.gla.ac.uk/undergraduate/degrees/biotechnology/
10007794,C144-2105,Molecular & Cellular Biology with Plant Science,http://www.gla.ac.uk/undergraduate/degrees/plantscience/
10007794,C164-2105,Marine & Freshwater Biology,http://www.gla.ac.uk/undergraduate/degrees/marinefreshwaterbiology/
10007794,C300-2105,Zoology,http://www.gla.ac.uk/undergraduate/degrees/zoology/
10007794,C400-2105,Genetics,http://www.gla.ac.uk/undergraduate/degrees/genetics/
10007794,C500-2105,Microbiology,http://www.gla.ac.uk/undergraduate/degrees/microbiology/
10007794,C550-2105,Immunology,http://www.gla.ac.uk/undergraduate/degrees/immunology/
10007794,C700-2105,Biochemistry,http://www.gla.ac.uk/undergraduate/degrees/biochemistry/
10007794,C720-2105,Molecular & Cellular Biology,http://www.gla.ac.uk/undergraduate/degrees/molecularcellularbiology/
10007794,CG81-2208,Mathematics/Psychology,http://www.gla.ac.uk/undergraduate/degrees/mathematics/
10007794,CG84-2208,Computing Science/Psychology,http://www.gla.ac.uk/undergraduate/degrees/computingscience/
10007794,CL81-2308,Economics/Psychology,http://www.gla.ac.uk/undergraduate/degrees/economics/
10007794,CL82-2308,Politics/Psychology,http://www.gla.ac.uk/undergraduate/degrees/politics/
10007794,CQ85-2000,Celtic Studies/Psychology,http://www.gla.ac.uk/undergraduate/degrees/celticstudies/
10007794,CQ88-2000,Classics/Psychology,http://www.gla.ac.uk/undergraduate/degrees/classics/
10007794,CQ8J-2000,English Language/Psychology,http://www.gla.ac.uk/undergraduate/degrees/englishlanguage/
10007794,CQV5-2000,Celtic Civilisation/Psychology,http://www.gla.ac.uk/undergraduate/degrees/celticcivilisation/
10007794,CV81-2000,History/Psychology,http://www.gla.ac.uk/undergraduate/degrees/history/
10007794,CV83-2308,Economic & Social History/Psychology,http://www.gla.ac.uk/undergraduate/degrees/economicsocialhistory/
10007794,CV84-2000,Archaeology/Psychology,http://www.gla.ac.uk/undergraduate/degrees/archaeology/
10007794,CVV3-2000,History of Art/Psychology,http://www.gla.ac.uk/undergraduate/degrees/historyofart/
10007794,CVV5-2000,Philosophy/Psychology,http://www.gla.ac.uk/undergraduate/degrees/philosophy/
10007794,CW83-2000,Music/Psychology,http://www.gla.ac.uk/undergraduate/degrees/musicma/
10007794,D100-2104,Veterinary Medicine and Surgery,http://www.gla.ac.uk/undergraduate/degrees/veterinarymedicine/
10007794,D300-2107,Veterinary Biosciences,http://www.gla.ac.uk/undergraduate/degrees/veterinarybiosciences/
10007794,F100-2208,Chemistry,http://www.gla.ac.uk/undergraduate/degrees/chemistry/
10007794,F103-2208,Chemistry with Medicinal Chemistry,http://www.gla.ac.uk/undergraduate/degrees/chemistrymedicinal/
10007794,F116-2208,Materials Chemistry,https://www.gla.ac.uk/undergraduate/degrees/materialschemistry/
10007794,F300-2208,Physics,http://www.gla.ac.uk/undergraduate/degrees/physics/
10007794,F320-2207,Chemical Physics,http://www.gla.ac.uk/undergraduate/degrees/chemicalphysics/
10007794,F3F5-2208,Physics with Astrophysics,http://www.gla.ac.uk/undergraduate/degrees/physicswithastrophysics/
10007794,F604A-2207,Geology,https://www.gla.ac.uk/undergraduate/degrees/geology/
10007794,F752-2334,Environmental Science and Sustainability,http://www.gla.ac.uk/undergraduate/degrees/environmentalsciencesustainability/
10007794,F800-2208,Geography,http://www.gla.ac.uk/undergraduate/degrees/geography/
10007794,F900A-2312,Global Sustainable Development,https://www.gla.ac.uk/undergraduate/degrees/global-sustainable-development/
10007794,FF67-2207,Environmental Geoscience,https://www.gla.ac.uk/undergraduate/degrees/environmentalgeoscience/
10007794,FG5D-2207,Astronomy/Mathematics,http://www.gla.ac.uk/undergraduate/degrees/astronomy/
10007794,G103-2207,"Mathematics (FR),MSci",https://www.gla.ac.uk/undergraduate/degrees/mathematics/
10007794,G300-2208,Statistics,http://www.gla.ac.uk/undergraduate/degrees/statistics/
10007794,G303-2207,"Statistics (FR),MSci",https://www.gla.ac.uk/undergraduate/degrees/statistics/
10007794,G430-2208,Software Engineering,http://www.gla.ac.uk/undergraduate/degrees/softwareengineering/
10007794,G503-2000,Digital Media & Information Studies,http://www.gla.ac.uk/undergraduate/degrees/digitalmedia/
10007794,GG13A-2208,Mathematics and Statistics,https://www.gla.ac.uk/undergraduate/degrees/
10007794,GH66-2208,Electronic & Software Engineering,http://www.gla.ac.uk/undergraduate/degrees/electronicsoftwareengineering/
10007794,GN33-2208,Finance & Statistics,http://www.gla.ac.uk/undergraduate/degrees/financestatistics/
10007794,GN34-2208,Accounting & Statistics,http://www.gla.ac.uk/undergraduate/degrees/accountingstatistics/
10007794,GN42-2308,Computing Science/Business & Management,http://www.gla.ac.uk/undergraduate/degrees/businessmanagement/
10007794,GQ16-2000,Latin/Mathematics,http://www.gla.ac.uk/undergraduate/degrees/latin/
10007794,GQ5H-2000,Digital Media & Information Studies/English Literature,http://www.gla.ac.uk/undergraduate/degrees/englishliterature/
10007794,H111-2304,Technological Education,http://www.gla.ac.uk/undergraduate/degrees/technologicaleducation/
10007794,H200-2204,Civil Engineering,http://www.gla.ac.uk/undergraduate/degrees/civilengineering/
10007794,H2K1-2204,Civil Eng with Architecture,http://www.gla.ac.uk/undergraduate/degrees/civilengineeringwitharchitecture/
10007794,H300-2200,Mechanical Engineering,http://www.gla.ac.uk/undergraduate/degrees/mechanicalengineering/
10007794,H315-2200,Mechatronics,http://www.gla.ac.uk/undergraduate/degrees/mechatronics/
10007794,H3H4-2200,Mechanical Engineering with Aeronautics,http://www.gla.ac.uk/undergraduate/degrees/mechanicalengineeringwithaeronautics/
10007794,H3W2-2200,Product Design Engineering,http://www.gla.ac.uk/undergraduate/degrees/productdesignengineering/
10007794,H401-2204,Aerospace Systems,http://www.gla.ac.uk/undergraduate/degrees/aerospacesystems/
10007794,H410-2204,Aeronautical Engineering,http://www.gla.ac.uk/undergraduate/degrees/aeronauticalengineering/
10007794,H671-2200,Robotics & Artificial Intelligence,https://www.gla.ac.uk/undergraduate/degrees/robotics-artificial-intelligence/
10007794,H6W3-2200,Electronics with Music,http://www.gla.ac.uk/undergraduate/degrees/electronicswithmusic/
10007794,HH37-2200,Mechanical Design Engineering,http://www.gla.ac.uk/undergraduate/degrees/mechanicaldesignengineering/
10007794,HH56-2200,Electronics & Electrical Engineering,http://www.gla.ac.uk/undergraduate/degrees/electronics/
10007794,J750-2200,Biomedical Engineering,http://www.gla.ac.uk/undergraduate/degrees/biomedicalengineering/
10007794,L112-2308,Business Economics,http://www.gla.ac.uk/undergraduate/degrees/businesseconomics/
10007794,L202A-2308,Politics with Quantitative Methods,https://www.gla.ac.uk/undergraduate/degrees/quantitativemethods/
10007794,L250-2308,International Relations,https://www.gla.ac.uk/undergraduate/degrees/internationalrelations/
10007794,L300-2308,Sociology,http://www.gla.ac.uk/undergraduate/degrees/sociology/
10007794,L430-2308,Social & Public Policy,http://www.gla.ac.uk/undergraduate/degrees/publicpolicy/
10007794,LL34-2312,Health & Social Policy,http://www.gla.ac.uk/undergraduate/degrees/healthsocialstudies/
10007794,LM21-2306,Scots Law and International Relations,https://www.gla.ac.uk/undergraduate/degrees/scotslaw/
10007794,LM21A-2306,Common Law and International Relations,https://www.gla.ac.uk/undergraduate/degrees/commonlaw/
10007794,LM41-2306,Law/Social & Public Policy,http://www.gla.ac.uk/undergraduate/degrees/law/
10007794,LN14-2310,Accountancy/Economics,http://www.gla.ac.uk/undergraduate/degrees/accountancy/
10007794,LQ17-2000,Economics/Greek,http://www.gla.ac.uk/undergraduate/degrees/greek/
10007794,LQ22-2000,Politics/Scottish Literature,http://www.gla.ac.uk/undergraduate/degrees/scottishliterature/
10007794,LQC2-2000,Comparative Literature/Economics,http://www.gla.ac.uk/undergraduate/degrees/comparativeliterature/
10007794,LR11-2034,Economics/French,http://www.gla.ac.uk/undergraduate/degrees/french/
10007794,LR17-2034,Economics/Russian,http://www.gla.ac.uk/undergraduate/degrees/russian/
10007794,LR22-2034,German/Politics,http://www.gla.ac.uk/undergraduate/degrees/german/
10007794,LR24-2034,Politics/ Spanish,http://www.gla.ac.uk/undergraduate/degrees/spanish/
10007794,LR29-2308,Central and East European Studies and International Relations,https://www.gla.ac.uk/undergraduate/degrees/centraleasteuropeanstudies/
10007794,LV16-2000,Economics/Theology & Religious Studies,http://www.gla.ac.uk/undergraduate/degrees/theologyreligiousstudies/
10007794,LVG3-2308,Economic and Social History and International Relations,https://www.gla.ac.uk/undergraduate/degrees/economicsocialhistory/
10007794,LVJ1-2000,Sociology/Scottish History,http://www.gla.ac.uk/undergraduate/degrees/scottishhistory/
10007794,LW14-2000,Economics/Theatre Studies,http://www.gla.ac.uk/undergraduate/degrees/theatrestudies/
10007794,LW24-2000,Politics/Theatre Studies,http://www.gla.ac.uk/undergraduate/degrees/filmtelevisionstudies/
10007794,M115-2306,Common Law,http://www.gla.ac.uk/undergraduate/degrees/commonlaw/
10007794,N300-2342,Finance,https://www.gla.ac.uk/undergraduate/degrees/finance/
10007794,NG3C-2208,Finance & Mathematics,http://www.gla.ac.uk/undergraduate/degrees/financemathematics/
10007794,NG4C-2208,Accounting & Mathematics,http://www.gla.ac.uk/undergraduate/degrees/accountingmathematics/
10007794,Q530-2000,Gaelic,http://www.gla.ac.uk/undergraduate/degrees/gaelic/
10007794,QR63-2034,Italian/Latin,http://www.gla.ac.uk/undergraduate/degrees/italian/
10007794,R900-2308,Central & East European Studies,http://www.gla.ac.uk/undergraduate/degrees/centraleasteuropeanstudies/
10007794,V111-2000,Ancient History/History,http://www.gla.ac.uk/undergraduate/degrees/ancienthistory/
10007794,W302-2005,Music,http://www.gla.ac.uk/undergraduate/degrees/musicbmus/
10007794,X120-2351,Education Primary,http://www.gla.ac.uk/undergraduate/degrees/education/
10007794,X123-2312,Primary Education,http://www.gla.ac.uk/undergraduate/degrees/primaryeducationtq/
10007794,XL35-2354,Community Development,http://www.gla.ac.uk/undergraduate/degrees/communitydevelopment/
10007795,1LV0,"Philosophy, Politics and Economics",https://courses.leeds.ac.uk/202526/g460/philosophy-politics-and-economics-ba
10007795,1U67,Music (Performance),https://courses.leeds.ac.uk/202526/j772/music-performance-bmus
10007795,2P8P,History of Art with Cultural Studies,https://courses.leeds.ac.uk/202526/g645/history-of-art-with-cultural-studies-ba
10007795,3E5Z,Fine Art with Contemporary Cultural Theory,https://courses.leeds.ac.uk/202526/g644/fine-art-with-contemporary-cultural-theory-ba
10007795,3P84,Music with Enterprise,https://courses.leeds.ac.uk/202526/g549/music-with-enterprise-ba
10007795,5Y3M,Fine Art with History of Art,https://courses.leeds.ac.uk/202526/g642/fine-art-with-history-of-art-ba
10007795,6H89,Studies in Science with Foundation Year,https://courses.leeds.ac.uk/202526/g521/studies-in-science-with-foundation-year-bsc
10007795,6L97,Advanced Psychology,https://courses.leeds.ac.uk/202526/g492/advanced-psychology-mpsyc-bsc
10007795,6T3X,English and Film Studies,https://courses.leeds.ac.uk/202526/g558/english-and-film-studies-ba
10007795,8G42,Classical Civilisation,https://courses.leeds.ac.uk/202526/0090/classical-civilisation-ba
10007795,8H67,Business Management and the Human Resource,https://courses.leeds.ac.uk/202526/i477/business-management-and-the-human-resource-ba
10007795,9K8J,Cultural and Media Studies,https://courses.leeds.ac.uk/202526/g641/cultural-and-media-studies-ba
10007795,A100,Medicine,https://courses.leeds.ac.uk/202526/5580/medicine-and-surgery-mbchb
10007795,A101,Gateway Year to Medicine (Foundation),https://courses.leeds.ac.uk/202526/i900/gateway-year-to-medicine-mbchb
10007795,A900,Dental Hygiene and Therapy,https://courses.leeds.ac.uk/202526/i125/dental-hygiene-and-dental-therapy-bsc
10007795,B100,Biomedical Sciences,https://courses.leeds.ac.uk/202526/j415/biomedical-sciences-bsc
10007795,B109,Biomedical Sciences,https://courses.leeds.ac.uk/202526/j416/biomedical-sciences-mbiol-bsc
10007795,B110,"Human Physiology, Physical Activity and Health",https://courses.leeds.ac.uk/202526/j544/human-physiology-physical-activity-health-bsc
