kiscourseid,url,university,offer_rate_clean
UBAHSEAJEW19,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba,University College London,Data Not Available
UBAHPESING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba,University College London,45
UBAHISWABR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-year-abroad-ba,University College London,82
UBSHNESING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-neuroscience-bsc,University College London,25
UMSHUMSEVL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-and-evolution-msci,University College London,43
UBSHSCSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-bsc,University College London,67
UBAHUNAEES18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba,University College London,63
UBAHUNAITA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba,University College London,60
UBAHUNANOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba,University College London,63
UBAHUNAPOL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba,University College London,63
UBAHUNAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba,University College London,Data Not Available
UBAHUNAROM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba,University College London,Data Not Available
UBAHUNARUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba,University College London,60
UBAHUNASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba,University College London,Data Not Available
UBAHUNASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba,University College London,63
UBAHUNASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba,University College London,Data Not Available
UBAHUNAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba,University College London,Data Not Available
UBAHUNAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba,University College London,Data Not Available
UBASCASICE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/icelandic-ba,University College London,63
UBSIFCAIMM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc,University College London,71
UBSINFSBUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-management-business-bsc,University College London,18
UBSINFSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-society-bsc,University College London,45
UBAINTSSPS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba,University College London,64
UBAITAAHAR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-art-ba,University College London,62
UBAITAALAT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba,University College London,63
UBAITAAMAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba,University College London,80
UBAITAANOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba,University College London,60
UBAITAAPHI18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba,University College London,88
UBAITAAPOL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba,University College London,63
UBAITAAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba,University College London,63
UBAITAAROM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba,University College London,Data Not Available
UBAITAARUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba,University College London,63
UBAITAASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba,University College London,Data Not Available
UBAITAASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba,University College London,89
UBAITAASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,University College London,63
UBAITAAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,University College London,63
UBAITAAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,University College London,Data Not Available
UBAITASING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-ba,University College London,70
UBAITAWFLM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-film-studies-ba,University College London,31
UBAITASDUA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-studies-ucl-venice-double-degree-ba,University College London,Data Not Available
UBALNGSCLT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,University College London,76
UBALATAENG18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,University College London,67
UBLLAWSFRL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb,University College London,20
UBLLAWSGRL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb,University College London,35
UBLLAWSHSL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb,University College London,11
UBLLAWSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,University College London,13
UBALINSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-ba,University College London,70.5
UBALINSINT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-international-programme-ba,University College London,70.5
UBSMANSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-bsc,University College London,22
UMSMANSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,University College London,23
UMNCOMSMAT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,University College London,13
UBSMATAPHY18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc,University College London,33
UMSMATAPHY18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-msci,University College London,39
UBSMATASTA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-bsc,University College London,28
UMSMATASTA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-statistical-science-msci,University College London,30
UBSMATSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-bsc,University College London,45
UBSMATWECO18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-economics-bsc,University College London,25
UMSMATWECO18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-economics-msci,University College London,24
UBSMATWMAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-management-studies-bsc,University College London,29
UMSMATWMAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-management-studies-msci,University College London,31
UBSMATWMPH18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-mathematical-physics-bsc,University College London,59
UMSMATWMPH18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-mathematical-physics-msci,University College London,42
UBSMATWLAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-modern-languages-bsc,University College London,46
UMSMATWLAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-modern-languages-msci,University College London,53
UMSMATSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-msci,University College London,61
UBNMECSING22,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng,University College London,19
UMNMECWBFN22,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-meng,University College London,13
UMNMECSING22,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng,University College London,25
UBAMEDUCCM20,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/media-ba,University College London,30
UBSMEDSIAE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc,University College London,74
UMSMEDSIAE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-msci,University College London,75
UMSMPHSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci,University College London,71
UBMMEDSING01,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs-bsc,University College London,Data Not Available
UBSNATSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-bsc,University College London,50
UMSNATSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-msci,University College London,73
UBSANASNEU18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,University College London,44
UMSANASNEU18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,University College London,46
UBANORAPOL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba,University College London,Data Not Available
UBANORAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba,University College London,Data Not Available
UBANORAROM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba,University College London,Data Not Available
UBANORARUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba,University College London,63
UBANORASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-serbian-croatian-ba,University College London,Data Not Available
UBANORASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba,University College London,63
UBANORAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-ukrainian-ba,University College London,63
UBANORAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-yiddish-ba,University College London,63
UBSNMSSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc,University College London,53
UBSPHASING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-bsc,University College London,24
UMSPHASING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci,University College London,35
UMPPHMSING01,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,University College London,26
UBAPHIACOM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba,University College London,Data Not Available
UBAPHIAECO18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba,University College London,51
UBAPHIAHAR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba,University College London,48
UBAPHISING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-ba,University College London,69
UBSPPESING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,University College London,16
UBSPHYSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-bsc,University College London,48
UBSPHYWMPH18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-medical-physics-bsc,University College London,90
UMSPHYSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-msci,University College London,65
UBAPSHAEES18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,University College London,42
UBAPOLAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-portuguese-ba,University College London,Data Not Available
UBAPOLAROM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-romanian-ba,University College London,63
UBAPOLARUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-russian-ba,University College London,63
UBAPOLASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-serbian-croatian-ba,University College London,63
UBAPOLASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-spanish-ba,University College London,63
UBAPOLASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-swedish-ba,University College London,Data Not Available
UBAPOLAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-ukrainian-ba,University College London,63
UBAPOLAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba,University College London,Data Not Available
UBSPOLAINT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc,University College London,34
UBAPLSAEEA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba,University College London,85
UBSPOPSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/population-health-sciences-bsc,University College London,85
UBSPSYALAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-bsc,University College London,60
UMSPSYALAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-and-language-sciences-msci,University College London,45
UBSPSYSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-bsc,University College London,17
UBSPSYWEDU18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-education-bsc,University College London,Data Not Available
UMSPSYSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-msci,University College London,23
UMNCOMSRAI18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng,University College London,34
UBAROMAEES18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba,University College London,63
UBAROMAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba,University College London,Data Not Available
UBAROMARUS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,University College London,63
UBAROMASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbian-croatian-ba,University College London,Data Not Available
UBAROMASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,University College London,63
UBAROMASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,University College London,Data Not Available
UBAROMAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,University College London,63
UBAROMAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,University College London,Data Not Available
UBARUSAHSE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,University College London,90
UBARUSAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,University College London,63
UBARUSASRB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbian-croatian-ba,University College London,60
UBARUSASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,University College London,88
UBARUSASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,University College London,60
UBARUSAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,University College London,63
UBARUSAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,University College London,60
UBARUSWEEL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-east-european-language-ba,University College London,63
UBARUSSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-studies-ba,University College London,68
UBASCAAENG18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,University College London,63
UBASCAAHAR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-art-ba,University College London,63
UBASCAALAT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,University College London,Data Not Available
UBASCAAPHI18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,University College London,63
UBASCASING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-ba,University College London,63
UBASCAWFLM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-film-studies-ba,University College London,63
UBASCAWMAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,University College London,36
UBSSCESSOC18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc,University College London,46
UBASERAEES18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,University College London,63
UBASRBAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba,University College London,Data Not Available
UBASRBASPA18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba,University College London,60
UBASRBASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba,University College London,Data Not Available
UBASRBAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba,University College London,Data Not Available
UBASRBAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba,University College London,Data Not Available
UBSSSCSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc,University College London,39
UBSSSCSQME18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-data-science-bsc,University College London,51
UBSSPOSSCI18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-and-politics-science-bsc,University College London,77
UBSSOCSING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sociology-bsc,University College London,32
UBASPAAHAR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-art-ba,University College London,63
UBASPAALAS18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,University College London,89
UBASPAALAT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,University College London,63
UBASPAAPHI18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,University College London,89
UBASPAAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,University College London,82
UBASPAASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,University College London,63
UBASPAAUKR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,University College London,63
UBASPAAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,University College London,Data Not Available
UBASPAWFLM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-film-studies-ba,University College London,25
UBASPAWMAN18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-management-studies-ba,University College London,70
UBSMEDSSAE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sport-and-exercise-medical-sciences-bsc,University College London,43
UMSSTASINT18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistical-science-international-programme-msci,University College London,35
UBSSTAAMAB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-and-management-business-bsc,University College London,7
UBSSTASING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc,University College London,24
UBSSTASSEF18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc,University College London,12
UBSSTASSEL18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-language-bsc,University College London,18
UBSSBESING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-bsc,University College London,48
UMNSBESING18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-meng,University College London,56
UBASWEAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,University College London,Data Not Available
UBASWEAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,University College London,Data Not Available
UBSPHYSTPH18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-bsc,University College London,50
UMSPHYSTPH18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/theoretical-physics-msci,University College London,64
UBAUKRAEES18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,University College London,63
UBAUKRAPOR18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,University College London,63
UBAUKRASWE18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,University College London,Data Not Available
UBAUKRAYID18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,University College London,Data Not Available
UBSPLNAREE19,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc,University College London,26
UBSARCSUDM18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,University College London,36
UBSARCSURB18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-studies-bsc,University College London,42
UBASCASVON18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,University College London,75
UBAYTHASTF18,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,University College London,Data Not Available
